sample	timestamp	epoch_ns	target	comm	pid	glibc_heap_pd_kb	other_anon_pd_kb	file_backed_pd_kb	total_pd_kb	minflt	majflt	MemAvailable_kb	zram_used_kb	zram_orig_bytes	zram_compr_bytes	zram_mem_used_bytes
234	2026-08-13T23:26:55,754106438-0700	1786688815749487105	cynara	cynara	205	1648	1032	212	2892	22701	842	1045664	79504	76836864	17352127	26746880
234	2026-08-13T23:26:55,754106438-0700	1786688815749487105	AppProcA	AppProcA	2724	1212	3644	3732	8588	37425	79	1045664	79504	76836864	17352127	26746880
234	2026-08-13T23:26:55,754106438-0700	1786688815749487105	systemd	systemd	1	1148	164	440	1752	27771	510	1045664	79504	76836864	17352127	26746880
234	2026-08-13T23:26:55,754106438-0700	1786688815749487105	enlightenment	enlightenment	258	2648	968	3036	6652	39257	877	1045664	79504	76836864	17352127	26746880
234	2026-08-13T23:26:55,754106438-0700	1786688815749487105	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3666	428	1045664	79504	76836864	17352127	26746880
234	2026-08-13T23:26:55,754106438-0700	1786688815749487105	ServiceD	ServiceD	1037	588	2128	3224	5940	21365	547	1045664	79504	76836864	17352127	26746880
235	2026-08-13T23:26:57,752378604-0700	1786688817747917771	AppProcD	AppProcD	424	12652	18636	5140	36428	135811	507	1045020	79504	76836864	17352127	26746880
235	2026-08-13T23:26:57,752378604-0700	1786688817747917771	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045020	79504	76836864	17352127	26746880
235	2026-08-13T23:26:57,752378604-0700	1786688817747917771	AppProcB	AppProcB	896	6852	11780	6416	25048	113313	1475	1045020	79504	76836864	17352127	26746880
235	2026-08-13T23:26:57,752378604-0700	1786688817747917771	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045020	79504	76836864	17352127	26746880
235	2026-08-13T23:26:57,752378604-0700	1786688817747917771	cynara	cynara	205	1648	1032	212	2892	22701	842	1045020	79504	76836864	17352127	26746880
235	2026-08-13T23:26:57,752378604-0700	1786688817747917771	AppProcA	AppProcA	2724	1212	3644	3732	8588	37446	79	1045020	79504	76836864	17352127	26746880
235	2026-08-13T23:26:57,752378604-0700	1786688817747917771	systemd	systemd	1	1148	164	440	1752	27771	510	1045020	79504	76836864	17352127	26746880
235	2026-08-13T23:26:57,752378604-0700	1786688817747917771	enlightenment	enlightenment	258	2648	968	3036	6652	39257	877	1045020	79504	76836864	17352127	26746880
235	2026-08-13T23:26:57,752378604-0700	1786688817747917771	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3666	428	1045020	79504	76836864	17352127	26746880
235	2026-08-13T23:26:57,752378604-0700	1786688817747917771	ServiceD	ServiceD	1037	588	2128	3224	5940	21365	547	1045020	79504	76836864	17352127	26746880
236	2026-08-13T23:26:59,752976937-0700	1786688819746947437	AppProcD	AppProcD	424	12652	18636	5140	36428	135811	507	1044808	79504	76836864	17352127	26746880
236	2026-08-13T23:26:59,752976937-0700	1786688819746947437	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1044808	79504	76836864	17352127	26746880
236	2026-08-13T23:26:59,752976937-0700	1786688819746947437	AppProcB	AppProcB	896	6852	11780	6416	25048	113353	1475	1044808	79504	76836864	17352127	26746880
236	2026-08-13T23:26:59,752976937-0700	1786688819746947437	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1044808	79504	76836864	17352127	26746880
236	2026-08-13T23:26:59,752976937-0700	1786688819746947437	cynara	cynara	205	1648	1032	212	2892	22701	842	1044808	79504	76836864	17352127	26746880
236	2026-08-13T23:26:59,752976937-0700	1786688819746947437	AppProcA	AppProcA	2724	1212	3644	3732	8588	37446	79	1044808	79504	76836864	17352127	26746880
236	2026-08-13T23:26:59,752976937-0700	1786688819746947437	systemd	systemd	1	1148	164	440	1752	27771	510	1044808	79504	76836864	17352127	26746880
236	2026-08-13T23:26:59,752976937-0700	1786688819746947437	enlightenment	enlightenment	258	2648	968	3036	6652	39257	877	1044808	79504	76836864	17352127	26746880
236	2026-08-13T23:26:59,752976937-0700	1786688819746947437	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3666	428	1044808	79504	76836864	17352127	26746880
236	2026-08-13T23:26:59,752976937-0700	1786688819746947437	ServiceD	ServiceD	1037	588	2128	3224	5940	21365	547	1044808	79504	76836864	17352127	26746880
237	2026-08-13T23:27:01,754492353-0700	1786688821750281270	AppProcD	AppProcD	424	12652	18636	5140	36428	135811	507	1045028	79504	76836864	17352127	26746880
237	2026-08-13T23:27:01,754492353-0700	1786688821750281270	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045028	79504	76836864	17352127	26746880
237	2026-08-13T23:27:01,754492353-0700	1786688821750281270	AppProcB	AppProcB	896	6852	11780	6416	25048	113353	1475	1045028	79504	76836864	17352127	26746880
237	2026-08-13T23:27:01,754492353-0700	1786688821750281270	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045028	79504	76836864	17352127	26746880
237	2026-08-13T23:27:01,754492353-0700	1786688821750281270	cynara	cynara	205	1648	1032	212	2892	22701	842	1045028	79504	76836864	17352127	26746880
237	2026-08-13T23:27:01,754492353-0700	1786688821750281270	AppProcA	AppProcA	2724	1212	3644	3732	8588	37468	79	1045028	79504	76836864	17352127	26746880
237	2026-08-13T23:27:01,754492353-0700	1786688821750281270	systemd	systemd	1	1148	164	440	1752	27771	510	1045028	79504	76836864	17352127	26746880
237	2026-08-13T23:27:01,754492353-0700	1786688821750281270	enlightenment	enlightenment	258	2648	968	3036	6652	39257	877	1045028	79504	76836864	17352127	26746880
237	2026-08-13T23:27:01,754492353-0700	1786688821750281270	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3667	428	1045028	79504	76836864	17352127	26746880
237	2026-08-13T23:27:01,754492353-0700	1786688821750281270	ServiceD	ServiceD	1037	588	2128	3224	5940	21390	547	1045028	79504	76836864	17352127	26746880
238	2026-08-13T23:27:03,752352603-0700	1786688823747063270	AppProcD	AppProcD	424	12652	18636	5140	36428	135863	507	1044712	79504	76836864	17352127	26746880
238	2026-08-13T23:27:03,752352603-0700	1786688823747063270	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1044712	79504	76836864	17352127	26746880
238	2026-08-13T23:27:03,752352603-0700	1786688823747063270	AppProcB	AppProcB	896	6852	11780	6416	25048	113353	1475	1044712	79504	76836864	17352127	26746880
238	2026-08-13T23:27:03,752352603-0700	1786688823747063270	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1044712	79504	76836864	17352127	26746880
238	2026-08-13T23:27:03,752352603-0700	1786688823747063270	cynara	cynara	205	1648	1032	212	2892	22701	842	1044712	79504	76836864	17352127	26746880
238	2026-08-13T23:27:03,752352603-0700	1786688823747063270	AppProcA	AppProcA	2724	1212	3644	3732	8588	37468	79	1044712	79504	76836864	17352127	26746880
238	2026-08-13T23:27:03,752352603-0700	1786688823747063270	systemd	systemd	1	1148	164	440	1752	27771	510	1044712	79504	76836864	17352127	26746880
238	2026-08-13T23:27:03,752352603-0700	1786688823747063270	enlightenment	enlightenment	258	2648	968	3036	6652	39257	877	1044712	79504	76836864	17352127	26746880
238	2026-08-13T23:27:03,752352603-0700	1786688823747063270	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3667	428	1044712	79504	76836864	17352127	26746880
238	2026-08-13T23:27:03,752352603-0700	1786688823747063270	ServiceD	ServiceD	1037	588	2128	3224	5940	21390	547	1044712	79504	76836864	17352127	26746880
239	2026-08-13T23:27:05,751943769-0700	1786688825747157102	AppProcD	AppProcD	424	12652	18636	5140	36428	135863	507	1045508	79504	76836864	17352127	26746880
239	2026-08-13T23:27:05,751943769-0700	1786688825747157102	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045508	79504	76836864	17352127	26746880
239	2026-08-13T23:27:05,751943769-0700	1786688825747157102	AppProcB	AppProcB	896	6852	11780	6416	25048	113393	1475	1045508	79504	76836864	17352127	26746880
239	2026-08-13T23:27:05,751943769-0700	1786688825747157102	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045508	79504	76836864	17352127	26746880
239	2026-08-13T23:27:05,751943769-0700	1786688825747157102	cynara	cynara	205	1648	1032	212	2892	22701	842	1045508	79504	76836864	17352127	26746880
239	2026-08-13T23:27:05,751943769-0700	1786688825747157102	AppProcA	AppProcA	2724	1212	3644	3732	8588	37468	79	1045508	79504	76836864	17352127	26746880
239	2026-08-13T23:27:05,751943769-0700	1786688825747157102	systemd	systemd	1	1148	164	440	1752	27778	510	1045508	79504	76836864	17352127	26746880
239	2026-08-13T23:27:05,751943769-0700	1786688825747157102	enlightenment	enlightenment	258	2648	968	3036	6652	39258	877	1045508	79504	76836864	17352127	26746880
239	2026-08-13T23:27:05,751943769-0700	1786688825747157102	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3667	428	1045508	79504	76836864	17352127	26746880
239	2026-08-13T23:27:05,751943769-0700	1786688825747157102	ServiceD	ServiceD	1037	588	2128	3224	5940	21415	547	1045508	79504	76836864	17352127	26746880
240	2026-08-13T23:27:07,760648019-0700	1786688827756211852	AppProcD	AppProcD	424	12652	18636	5140	36428	135915	507	1045516	79504	76836864	17352127	26746880
240	2026-08-13T23:27:07,760648019-0700	1786688827756211852	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045516	79504	76836864	17352127	26746880
240	2026-08-13T23:27:07,760648019-0700	1786688827756211852	AppProcB	AppProcB	896	6852	11780	6416	25048	113393	1475	1045516	79504	76836864	17352127	26746880
240	2026-08-13T23:27:07,760648019-0700	1786688827756211852	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045516	79504	76836864	17352127	26746880
240	2026-08-13T23:27:07,760648019-0700	1786688827756211852	cynara	cynara	205	1648	1032	212	2892	22701	842	1045516	79504	76836864	17352127	26746880
240	2026-08-13T23:27:07,760648019-0700	1786688827756211852	AppProcA	AppProcA	2724	1212	3644	3732	8588	37488	79	1045516	79504	76836864	17352127	26746880
240	2026-08-13T23:27:07,760648019-0700	1786688827756211852	systemd	systemd	1	1148	164	440	1752	27778	510	1045516	79504	76836864	17352127	26746880
240	2026-08-13T23:27:07,760648019-0700	1786688827756211852	enlightenment	enlightenment	258	2648	968	3036	6652	39258	877	1045516	79504	76836864	17352127	26746880
240	2026-08-13T23:27:07,760648019-0700	1786688827756211852	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3667	428	1045516	79504	76836864	17352127	26746880
240	2026-08-13T23:27:07,760648019-0700	1786688827756211852	ServiceD	ServiceD	1037	588	2128	3224	5940	21415	547	1045516	79504	76836864	17352127	26746880
241	2026-08-13T23:27:09,753235685-0700	1786688829748901852	AppProcD	AppProcD	424	12652	18636	5140	36428	135915	507	1044896	79504	76836864	17352127	26746880
241	2026-08-13T23:27:09,753235685-0700	1786688829748901852	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1044896	79504	76836864	17352127	26746880
241	2026-08-13T23:27:09,753235685-0700	1786688829748901852	AppProcB	AppProcB	896	6852	11780	6416	25048	113433	1475	1044896	79504	76836864	17352127	26746880
241	2026-08-13T23:27:09,753235685-0700	1786688829748901852	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1044896	79504	76836864	17352127	26746880
241	2026-08-13T23:27:09,753235685-0700	1786688829748901852	cynara	cynara	205	1648	1032	212	2892	22701	842	1044896	79504	76836864	17352127	26746880
241	2026-08-13T23:27:09,753235685-0700	1786688829748901852	AppProcA	AppProcA	2724	1212	3644	3732	8588	37488	79	1044896	79504	76836864	17352127	26746880
241	2026-08-13T23:27:09,753235685-0700	1786688829748901852	systemd	systemd	1	1148	164	440	1752	27778	510	1044896	79504	76836864	17352127	26746880
241	2026-08-13T23:27:09,753235685-0700	1786688829748901852	enlightenment	enlightenment	258	2648	968	3036	6652	39258	877	1044896	79504	76836864	17352127	26746880
241	2026-08-13T23:27:09,753235685-0700	1786688829748901852	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3667	428	1044896	79504	76836864	17352127	26746880
241	2026-08-13T23:27:09,753235685-0700	1786688829748901852	ServiceD	ServiceD	1037	588	2128	3224	5940	21415	547	1044896	79504	76836864	17352127	26746880
242	2026-08-13T23:27:11,752287851-0700	1786688831746429268	AppProcD	AppProcD	424	12652	18636	5140	36428	135915	507	1044792	79504	76836864	17352127	26746880
242	2026-08-13T23:27:11,752287851-0700	1786688831746429268	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1044792	79504	76836864	17352127	26746880
242	2026-08-13T23:27:11,752287851-0700	1786688831746429268	AppProcB	AppProcB	896	6852	11780	6416	25048	113433	1475	1044792	79504	76836864	17352127	26746880
242	2026-08-13T23:27:11,752287851-0700	1786688831746429268	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1044792	79504	76836864	17352127	26746880
242	2026-08-13T23:27:11,752287851-0700	1786688831746429268	cynara	cynara	205	1648	1032	212	2892	22701	842	1044792	79504	76836864	17352127	26746880
242	2026-08-13T23:27:11,752287851-0700	1786688831746429268	AppProcA	AppProcA	2724	1212	3644	3732	8588	37508	79	1044792	79504	76836864	17352127	26746880
242	2026-08-13T23:27:11,752287851-0700	1786688831746429268	systemd	systemd	1	1148	164	440	1752	27778	510	1044792	79504	76836864	17352127	26746880
242	2026-08-13T23:27:11,752287851-0700	1786688831746429268	enlightenment	enlightenment	258	2648	968	3036	6652	39258	877	1044792	79504	76836864	17352127	26746880
242	2026-08-13T23:27:11,752287851-0700	1786688831746429268	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3667	428	1044792	79504	76836864	17352127	26746880
242	2026-08-13T23:27:11,752287851-0700	1786688831746429268	ServiceD	ServiceD	1037	588	2128	3224	5940	21440	547	1044792	79504	76836864	17352127	26746880
243	2026-08-13T23:27:13,754577434-0700	1786688833750438767	AppProcD	AppProcD	424	12652	18640	5140	36432	135967	507	1045424	79504	76836864	17352127	26746880
243	2026-08-13T23:27:13,754577434-0700	1786688833750438767	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045424	79504	76836864	17352127	26746880
243	2026-08-13T23:27:13,754577434-0700	1786688833750438767	AppProcB	AppProcB	896	6852	11780	6416	25048	113433	1475	1045424	79504	76836864	17352127	26746880
243	2026-08-13T23:27:13,754577434-0700	1786688833750438767	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045424	79504	76836864	17352127	26746880
243	2026-08-13T23:27:13,754577434-0700	1786688833750438767	cynara	cynara	205	1648	1032	212	2892	22701	842	1045424	79504	76836864	17352127	26746880
243	2026-08-13T23:27:13,754577434-0700	1786688833750438767	AppProcA	AppProcA	2724	1212	3644	3732	8588	37508	79	1045424	79504	76836864	17352127	26746880
243	2026-08-13T23:27:13,754577434-0700	1786688833750438767	systemd	systemd	1	1148	164	440	1752	27778	510	1045424	79504	76836864	17352127	26746880
243	2026-08-13T23:27:13,754577434-0700	1786688833750438767	enlightenment	enlightenment	258	2648	968	3036	6652	39259	877	1045424	79504	76836864	17352127	26746880
243	2026-08-13T23:27:13,754577434-0700	1786688833750438767	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3667	428	1045424	79504	76836864	17352127	26746880
243	2026-08-13T23:27:13,754577434-0700	1786688833750438767	ServiceD	ServiceD	1037	588	2128	3224	5940	21440	547	1045424	79504	76836864	17352127	26746880
244	2026-08-13T23:27:15,756702767-0700	1786688835750801267	AppProcD	AppProcD	424	12652	18640	5140	36432	135968	507	1045588	79504	76836864	17352127	26746880
244	2026-08-13T23:27:15,756702767-0700	1786688835750801267	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045588	79504	76836864	17352127	26746880
244	2026-08-13T23:27:15,756702767-0700	1786688835750801267	AppProcB	AppProcB	896	6852	11780	6416	25048	113473	1475	1045588	79504	76836864	17352127	26746880
244	2026-08-13T23:27:15,756702767-0700	1786688835750801267	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045588	79504	76836864	17352127	26746880
244	2026-08-13T23:27:15,756702767-0700	1786688835750801267	cynara	cynara	205	1648	1032	212	2892	22701	842	1045588	79504	76836864	17352127	26746880
244	2026-08-13T23:27:15,756702767-0700	1786688835750801267	AppProcA	AppProcA	2724	1212	3644	3732	8588	37508	79	1045588	79504	76836864	17352127	26746880
244	2026-08-13T23:27:15,756702767-0700	1786688835750801267	systemd	systemd	1	1148	164	440	1752	27779	510	1045588	79504	76836864	17352127	26746880
244	2026-08-13T23:27:15,756702767-0700	1786688835750801267	enlightenment	enlightenment	258	2648	968	3036	6652	39259	877	1045588	79504	76836864	17352127	26746880
244	2026-08-13T23:27:15,756702767-0700	1786688835750801267	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3667	428	1045588	79504	76836864	17352127	26746880
244	2026-08-13T23:27:15,756702767-0700	1786688835750801267	ServiceD	ServiceD	1037	588	2128	3224	5940	21467	547	1045588	79504	76836864	17352127	26746880
245	2026-08-13T23:27:17,751513600-0700	1786688837746802683	AppProcD	AppProcD	424	12652	18640	5140	36432	136020	507	1046008	79504	76836864	17352127	26746880
245	2026-08-13T23:27:17,751513600-0700	1786688837746802683	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1046008	79504	76836864	17352127	26746880
245	2026-08-13T23:27:17,751513600-0700	1786688837746802683	AppProcB	AppProcB	896	6852	11780	6416	25048	113473	1475	1046008	79504	76836864	17352127	26746880
245	2026-08-13T23:27:17,751513600-0700	1786688837746802683	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1046008	79504	76836864	17352127	26746880
245	2026-08-13T23:27:17,751513600-0700	1786688837746802683	cynara	cynara	205	1648	1032	212	2892	22701	842	1046008	79504	76836864	17352127	26746880
245	2026-08-13T23:27:17,751513600-0700	1786688837746802683	AppProcA	AppProcA	2724	1212	3644	3732	8588	37529	79	1046008	79504	76836864	17352127	26746880
245	2026-08-13T23:27:17,751513600-0700	1786688837746802683	systemd	systemd	1	1148	164	440	1752	27779	510	1046008	79504	76836864	17352127	26746880
245	2026-08-13T23:27:17,751513600-0700	1786688837746802683	enlightenment	enlightenment	258	2648	968	3036	6652	39259	877	1046008	79504	76836864	17352127	26746880
245	2026-08-13T23:27:17,751513600-0700	1786688837746802683	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3667	428	1046008	79504	76836864	17352127	26746880
245	2026-08-13T23:27:17,751513600-0700	1786688837746802683	ServiceD	ServiceD	1037	588	2128	3224	5940	21467	547	1046008	79504	76836864	17352127	26746880
246	2026-08-13T23:27:19,754881682-0700	1786688839750075932	AppProcD	AppProcD	424	12652	18640	5140	36432	136020	507	1045096	79504	76836864	17352127	26746880
246	2026-08-13T23:27:19,754881682-0700	1786688839750075932	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045096	79504	76836864	17352127	26746880
246	2026-08-13T23:27:19,754881682-0700	1786688839750075932	AppProcB	AppProcB	896	6852	11780	6416	25048	113513	1475	1045096	79504	76836864	17352127	26746880
246	2026-08-13T23:27:19,754881682-0700	1786688839750075932	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045096	79504	76836864	17352127	26746880
246	2026-08-13T23:27:19,754881682-0700	1786688839750075932	cynara	cynara	205	1648	1032	212	2892	22701	842	1045096	79504	76836864	17352127	26746880
246	2026-08-13T23:27:19,754881682-0700	1786688839750075932	AppProcA	AppProcA	2724	1212	3644	3732	8588	37529	79	1045096	79504	76836864	17352127	26746880
246	2026-08-13T23:27:19,754881682-0700	1786688839750075932	systemd	systemd	1	1148	164	440	1752	27779	510	1045096	79504	76836864	17352127	26746880
246	2026-08-13T23:27:19,754881682-0700	1786688839750075932	enlightenment	enlightenment	258	2648	968	3036	6652	39259	877	1045096	79504	76836864	17352127	26746880
246	2026-08-13T23:27:19,754881682-0700	1786688839750075932	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3667	428	1045096	79504	76836864	17352127	26746880
246	2026-08-13T23:27:19,754881682-0700	1786688839750075932	ServiceD	ServiceD	1037	588	2128	3224	5940	21467	547	1045096	79504	76836864	17352127	26746880
247	2026-08-13T23:27:21,753145432-0700	1786688841748640099	AppProcD	AppProcD	424	12652	18640	5140	36432	136020	507	1044736	79504	76836864	17352127	26746880
247	2026-08-13T23:27:21,753145432-0700	1786688841748640099	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1044736	79504	76836864	17352127	26746880
247	2026-08-13T23:27:21,753145432-0700	1786688841748640099	AppProcB	AppProcB	896	6852	11780	6416	25048	113513	1475	1044736	79504	76836864	17352127	26746880
247	2026-08-13T23:27:21,753145432-0700	1786688841748640099	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1044736	79504	76836864	17352127	26746880
247	2026-08-13T23:27:21,753145432-0700	1786688841748640099	cynara	cynara	205	1648	1032	212	2892	22701	842	1044736	79504	76836864	17352127	26746880
247	2026-08-13T23:27:21,753145432-0700	1786688841748640099	AppProcA	AppProcA	2724	1212	3644	3732	8588	37550	79	1044736	79504	76836864	17352127	26746880
247	2026-08-13T23:27:21,753145432-0700	1786688841748640099	systemd	systemd	1	1148	164	440	1752	27779	510	1044736	79504	76836864	17352127	26746880
247	2026-08-13T23:27:21,753145432-0700	1786688841748640099	enlightenment	enlightenment	258	2648	968	3036	6652	39259	877	1044736	79504	76836864	17352127	26746880
247	2026-08-13T23:27:21,753145432-0700	1786688841748640099	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3667	428	1044736	79504	76836864	17352127	26746880
247	2026-08-13T23:27:21,753145432-0700	1786688841748640099	ServiceD	ServiceD	1037	588	2128	3224	5940	21492	547	1044736	79504	76836864	17352127	26746880
248	2026-08-13T23:27:23,752987182-0700	1786688843748858015	AppProcD	AppProcD	424	12652	18640	5140	36432	136072	507	1044688	79504	76836864	17352127	26746880
248	2026-08-13T23:27:23,752987182-0700	1786688843748858015	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1044688	79504	76836864	17352127	26746880
248	2026-08-13T23:27:23,752987182-0700	1786688843748858015	AppProcB	AppProcB	896	6852	11780	6416	25048	113513	1475	1044688	79504	76836864	17352127	26746880
248	2026-08-13T23:27:23,752987182-0700	1786688843748858015	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1044688	79504	76836864	17352127	26746880
248	2026-08-13T23:27:23,752987182-0700	1786688843748858015	cynara	cynara	205	1648	1032	212	2892	22701	842	1044688	79504	76836864	17352127	26746880
248	2026-08-13T23:27:23,752987182-0700	1786688843748858015	AppProcA	AppProcA	2724	1212	3644	3732	8588	37550	79	1044688	79504	76836864	17352127	26746880
248	2026-08-13T23:27:23,752987182-0700	1786688843748858015	systemd	systemd	1	1148	164	440	1752	27779	510	1044688	79504	76836864	17352127	26746880
248	2026-08-13T23:27:23,752987182-0700	1786688843748858015	enlightenment	enlightenment	258	2648	968	3036	6652	39259	877	1044688	79504	76836864	17352127	26746880
248	2026-08-13T23:27:23,752987182-0700	1786688843748858015	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3667	428	1044688	79504	76836864	17352127	26746880
248	2026-08-13T23:27:23,752987182-0700	1786688843748858015	ServiceD	ServiceD	1037	588	2128	3224	5940	21492	547	1044688	79504	76836864	17352127	26746880
249	2026-08-13T23:27:25,756846348-0700	1786688845749808348	AppProcD	AppProcD	424	12652	18640	5140	36432	136072	507	1045084	79504	76836864	17352127	26746880
249	2026-08-13T23:27:25,756846348-0700	1786688845749808348	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045084	79504	76836864	17352127	26746880
249	2026-08-13T23:27:25,756846348-0700	1786688845749808348	AppProcB	AppProcB	896	6852	11780	6416	25048	113553	1475	1045084	79504	76836864	17352127	26746880
249	2026-08-13T23:27:25,756846348-0700	1786688845749808348	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045084	79504	76836864	17352127	26746880
249	2026-08-13T23:27:25,756846348-0700	1786688845749808348	cynara	cynara	205	1648	1032	212	2892	22701	842	1045084	79504	76836864	17352127	26746880
249	2026-08-13T23:27:25,756846348-0700	1786688845749808348	AppProcA	AppProcA	2724	1212	3644	3732	8588	37550	79	1045084	79504	76836864	17352127	26746880
249	2026-08-13T23:27:25,756846348-0700	1786688845749808348	systemd	systemd	1	1148	164	440	1752	27780	510	1045084	79504	76836864	17352127	26746880
249	2026-08-13T23:27:25,756846348-0700	1786688845749808348	enlightenment	enlightenment	258	2648	968	3036	6652	39259	877	1045084	79504	76836864	17352127	26746880
249	2026-08-13T23:27:25,756846348-0700	1786688845749808348	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3668	428	1045084	79504	76836864	17352127	26746880
249	2026-08-13T23:27:25,756846348-0700	1786688845749808348	ServiceD	ServiceD	1037	588	2128	3224	5940	21517	547	1045084	79504	76836864	17352127	26746880
250	2026-08-13T23:27:27,755465181-0700	1786688847746709847	AppProcD	AppProcD	424	12652	18640	5140	36432	136124	507	1045628	79504	76836864	17352127	26746880
250	2026-08-13T23:27:27,755465181-0700	1786688847746709847	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1045628	79504	76836864	17352127	26746880
250	2026-08-13T23:27:27,755465181-0700	1786688847746709847	AppProcB	AppProcB	896	6852	11780	6416	25048	113553	1475	1045628	79504	76836864	17352127	26746880
250	2026-08-13T23:27:27,755465181-0700	1786688847746709847	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1045628	79504	76836864	17352127	26746880
250	2026-08-13T23:27:27,755465181-0700	1786688847746709847	cynara	cynara	205	1648	1032	212	2892	22701	842	1045628	79504	76836864	17352127	26746880
250	2026-08-13T23:27:27,755465181-0700	1786688847746709847	AppProcA	AppProcA	2724	1212	3644	3732	8588	37571	79	1045628	79504	76836864	17352127	26746880
250	2026-08-13T23:27:27,755465181-0700	1786688847746709847	systemd	systemd	1	1148	164	440	1752	27780	510	1045628	79504	76836864	17352127	26746880
250	2026-08-13T23:27:27,755465181-0700	1786688847746709847	enlightenment	enlightenment	258	2648	968	3036	6652	39259	877	1045628	79504	76836864	17352127	26746880
250	2026-08-13T23:27:27,755465181-0700	1786688847746709847	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3668	428	1045628	79504	76836864	17352127	26746880
250	2026-08-13T23:27:27,755465181-0700	1786688847746709847	ServiceD	ServiceD	1037	588	2128	3224	5940	21517	547	1045628	79504	76836864	17352127	26746880
251	2026-08-13T23:27:29,751570180-0700	1786688849747234347	AppProcD	AppProcD	424	12652	18640	5140	36432	136124	507	1044852	79504	76836864	17352127	26746880
251	2026-08-13T23:27:29,751570180-0700	1786688849747234347	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1044852	79504	76836864	17352127	26746880
251	2026-08-13T23:27:29,751570180-0700	1786688849747234347	AppProcB	AppProcB	896	6852	11780	6416	25048	113593	1475	1044852	79504	76836864	17352127	26746880
251	2026-08-13T23:27:29,751570180-0700	1786688849747234347	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1044852	79504	76836864	17352127	26746880
251	2026-08-13T23:27:29,751570180-0700	1786688849747234347	cynara	cynara	205	1648	1032	212	2892	22701	842	1044852	79504	76836864	17352127	26746880
251	2026-08-13T23:27:29,751570180-0700	1786688849747234347	AppProcA	AppProcA	2724	1212	3644	3732	8588	37571	79	1044852	79504	76836864	17352127	26746880
251	2026-08-13T23:27:29,751570180-0700	1786688849747234347	systemd	systemd	1	1148	164	440	1752	27780	510	1044852	79504	76836864	17352127	26746880
251	2026-08-13T23:27:29,751570180-0700	1786688849747234347	enlightenment	enlightenment	258	2648	968	3036	6652	39259	877	1044852	79504	76836864	17352127	26746880
