sample	timestamp	epoch_ns	target	comm	pid	glibc_heap_pd_kb	other_anon_pd_kb	file_backed_pd_kb	total_pd_kb	minflt	majflt	MemAvailable_kb	zram_used_kb	zram_orig_bytes	zram_compr_bytes	zram_mem_used_bytes
51	2026-08-13T23:20:49,758122192-0700	1786688449752410359	systemd	systemd	1	1144	164	440	1748	27570	509	1022720	79504	76836864	17352127	26746880
51	2026-08-13T23:20:49,758122192-0700	1786688449752410359	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1022720	79504	76836864	17352127	26746880
51	2026-08-13T23:20:49,758122192-0700	1786688449752410359	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3627	428	1022720	79504	76836864	17352127	26746880
51	2026-08-13T23:20:49,758122192-0700	1786688449752410359	ServiceD	ServiceD	1037	588	2128	3224	5940	19490	547	1022720	79504	76836864	17352127	26746880
52	2026-08-13T23:20:51,753738442-0700	1786688451746865275	AppProcD	AppProcD	424	12684	18728	5140	36552	131434	507	1027464	79504	76836864	17352127	26746880
52	2026-08-13T23:20:51,753738442-0700	1786688451746865275	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1027464	79504	76836864	17352127	26746880
52	2026-08-13T23:20:51,753738442-0700	1786688451746865275	AppProcB	AppProcB	896	6828	11780	6416	25024	110366	1470	1027464	79504	76836864	17352127	26746880
52	2026-08-13T23:20:51,753738442-0700	1786688451746865275	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1027464	79504	76836864	17352127	26746880
52	2026-08-13T23:20:51,753738442-0700	1786688451746865275	cynara	cynara	205	1648	1032	212	2892	21736	842	1027464	79504	76836864	17352127	26746880
52	2026-08-13T23:20:51,753738442-0700	1786688451746865275	AppProcA	AppProcA	2724	1212	3644	3732	8588	35894	79	1027464	79504	76836864	17352127	26746880
52	2026-08-13T23:20:51,753738442-0700	1786688451746865275	systemd	systemd	1	1144	164	440	1748	27570	509	1027464	79504	76836864	17352127	26746880
52	2026-08-13T23:20:51,753738442-0700	1786688451746865275	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1027464	79504	76836864	17352127	26746880
52	2026-08-13T23:20:51,753738442-0700	1786688451746865275	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3627	428	1027464	79504	76836864	17352127	26746880
52	2026-08-13T23:20:51,753738442-0700	1786688451746865275	ServiceD	ServiceD	1037	588	2128	3224	5940	19515	547	1027464	79504	76836864	17352127	26746880
53	2026-08-13T23:20:53,751635524-0700	1786688453747307608	AppProcD	AppProcD	424	12684	18728	5140	36552	131488	507	1030944	79504	76836864	17352127	26746880
53	2026-08-13T23:20:53,751635524-0700	1786688453747307608	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1030944	79504	76836864	17352127	26746880
53	2026-08-13T23:20:53,751635524-0700	1786688453747307608	AppProcB	AppProcB	896	6828	11780	6416	25024	110366	1470	1030944	79504	76836864	17352127	26746880
53	2026-08-13T23:20:53,751635524-0700	1786688453747307608	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1030944	79504	76836864	17352127	26746880
53	2026-08-13T23:20:53,751635524-0700	1786688453747307608	cynara	cynara	205	1648	1032	212	2892	21736	842	1030944	79504	76836864	17352127	26746880
53	2026-08-13T23:20:53,751635524-0700	1786688453747307608	AppProcA	AppProcA	2724	1212	3644	3732	8588	35895	79	1030944	79504	76836864	17352127	26746880
53	2026-08-13T23:20:53,751635524-0700	1786688453747307608	systemd	systemd	1	1144	164	440	1748	27570	509	1030944	79504	76836864	17352127	26746880
53	2026-08-13T23:20:53,751635524-0700	1786688453747307608	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1030944	79504	76836864	17352127	26746880
53	2026-08-13T23:20:53,751635524-0700	1786688453747307608	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3628	428	1030944	79504	76836864	17352127	26746880
53	2026-08-13T23:20:53,751635524-0700	1786688453747307608	ServiceD	ServiceD	1037	588	2128	3224	5940	19515	547	1030944	79504	76836864	17352127	26746880
54	2026-08-13T23:20:55,750660191-0700	1786688455746336191	AppProcD	AppProcD	424	12684	18728	5140	36552	131488	507	1034136	79504	76836864	17352127	26746880
54	2026-08-13T23:20:55,750660191-0700	1786688455746336191	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1034136	79504	76836864	17352127	26746880
54	2026-08-13T23:20:55,750660191-0700	1786688455746336191	AppProcB	AppProcB	896	6828	11780	6416	25024	110406	1470	1034136	79504	76836864	17352127	26746880
54	2026-08-13T23:20:55,750660191-0700	1786688455746336191	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1034136	79504	76836864	17352127	26746880
54	2026-08-13T23:20:55,750660191-0700	1786688455746336191	cynara	cynara	205	1648	1032	212	2892	21736	842	1034136	79504	76836864	17352127	26746880
54	2026-08-13T23:20:55,750660191-0700	1786688455746336191	AppProcA	AppProcA	2724	1212	3644	3732	8588	35895	79	1034136	79504	76836864	17352127	26746880
54	2026-08-13T23:20:55,750660191-0700	1786688455746336191	systemd	systemd	1	1144	164	440	1748	27571	509	1034136	79504	76836864	17352127	26746880
54	2026-08-13T23:20:55,750660191-0700	1786688455746336191	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1034136	79504	76836864	17352127	26746880
54	2026-08-13T23:20:55,750660191-0700	1786688455746336191	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3629	428	1034136	79504	76836864	17352127	26746880
54	2026-08-13T23:20:55,750660191-0700	1786688455746336191	ServiceD	ServiceD	1037	588	2128	3224	5940	19540	547	1034136	79504	76836864	17352127	26746880
55	2026-08-13T23:20:57,752489107-0700	1786688457748072690	AppProcD	AppProcD	424	12684	18728	5140	36552	131566	507	1036004	79504	76836864	17352127	26746880
55	2026-08-13T23:20:57,752489107-0700	1786688457748072690	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1036004	79504	76836864	17352127	26746880
55	2026-08-13T23:20:57,752489107-0700	1786688457748072690	AppProcB	AppProcB	896	6828	11780	6416	25024	110406	1470	1036004	79504	76836864	17352127	26746880
55	2026-08-13T23:20:57,752489107-0700	1786688457748072690	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1036004	79504	76836864	17352127	26746880
55	2026-08-13T23:20:57,752489107-0700	1786688457748072690	cynara	cynara	205	1648	1032	212	2892	21736	842	1036004	79504	76836864	17352127	26746880
55	2026-08-13T23:20:57,752489107-0700	1786688457748072690	AppProcA	AppProcA	2724	1212	3644	3732	8588	35916	79	1036004	79504	76836864	17352127	26746880
55	2026-08-13T23:20:57,752489107-0700	1786688457748072690	systemd	systemd	1	1144	164	440	1748	27571	509	1036004	79504	76836864	17352127	26746880
55	2026-08-13T23:20:57,752489107-0700	1786688457748072690	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1036004	79504	76836864	17352127	26746880
55	2026-08-13T23:20:57,752489107-0700	1786688457748072690	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3629	428	1036004	79504	76836864	17352127	26746880
55	2026-08-13T23:20:57,752489107-0700	1786688457748072690	ServiceD	ServiceD	1037	588	2128	3224	5940	19540	547	1036004	79504	76836864	17352127	26746880
56	2026-08-13T23:20:59,750081606-0700	1786688459745961856	AppProcD	AppProcD	424	12684	18728	5140	36552	131566	507	1039312	79504	76836864	17352127	26746880
56	2026-08-13T23:20:59,750081606-0700	1786688459745961856	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1039312	79504	76836864	17352127	26746880
56	2026-08-13T23:20:59,750081606-0700	1786688459745961856	AppProcB	AppProcB	896	6828	11780	6416	25024	110446	1470	1039312	79504	76836864	17352127	26746880
56	2026-08-13T23:20:59,750081606-0700	1786688459745961856	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1039312	79504	76836864	17352127	26746880
56	2026-08-13T23:20:59,750081606-0700	1786688459745961856	cynara	cynara	205	1648	1032	212	2892	21736	842	1039312	79504	76836864	17352127	26746880
56	2026-08-13T23:20:59,750081606-0700	1786688459745961856	AppProcA	AppProcA	2724	1212	3644	3732	8588	35916	79	1039312	79504	76836864	17352127	26746880
56	2026-08-13T23:20:59,750081606-0700	1786688459745961856	systemd	systemd	1	1144	164	440	1748	27571	509	1039312	79504	76836864	17352127	26746880
56	2026-08-13T23:20:59,750081606-0700	1786688459745961856	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1039312	79504	76836864	17352127	26746880
56	2026-08-13T23:20:59,750081606-0700	1786688459745961856	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3629	428	1039312	79504	76836864	17352127	26746880
56	2026-08-13T23:20:59,750081606-0700	1786688459745961856	ServiceD	ServiceD	1037	588	2128	3224	5940	19540	547	1039312	79504	76836864	17352127	26746880
57	2026-08-13T23:21:01,751908939-0700	1786688461745935939	AppProcD	AppProcD	424	12684	18728	5140	36552	131566	507	1039596	79504	76836864	17352127	26746880
57	2026-08-13T23:21:01,751908939-0700	1786688461745935939	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1039596	79504	76836864	17352127	26746880
57	2026-08-13T23:21:01,751908939-0700	1786688461745935939	AppProcB	AppProcB	896	6828	11780	6416	25024	110446	1470	1039596	79504	76836864	17352127	26746880
57	2026-08-13T23:21:01,751908939-0700	1786688461745935939	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1039596	79504	76836864	17352127	26746880
57	2026-08-13T23:21:01,751908939-0700	1786688461745935939	cynara	cynara	205	1648	1032	212	2892	21736	842	1039596	79504	76836864	17352127	26746880
57	2026-08-13T23:21:01,751908939-0700	1786688461745935939	AppProcA	AppProcA	2724	1212	3644	3732	8588	35938	79	1039596	79504	76836864	17352127	26746880
57	2026-08-13T23:21:01,751908939-0700	1786688461745935939	systemd	systemd	1	1144	164	440	1748	27571	509	1039596	79504	76836864	17352127	26746880
57	2026-08-13T23:21:01,751908939-0700	1786688461745935939	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1039596	79504	76836864	17352127	26746880
57	2026-08-13T23:21:01,751908939-0700	1786688461745935939	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3630	428	1039596	79504	76836864	17352127	26746880
57	2026-08-13T23:21:01,751908939-0700	1786688461745935939	ServiceD	ServiceD	1037	588	2128	3224	5940	19567	547	1039596	79504	76836864	17352127	26746880
58	2026-08-13T23:21:03,754563439-0700	1786688463750068605	AppProcD	AppProcD	424	12684	18728	5140	36552	131619	507	1040556	79504	76836864	17352127	26746880
58	2026-08-13T23:21:03,754563439-0700	1786688463750068605	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1040556	79504	76836864	17352127	26746880
58	2026-08-13T23:21:03,754563439-0700	1786688463750068605	AppProcB	AppProcB	896	6852	11780	6416	25048	110447	1475	1040556	79504	76836864	17352127	26746880
58	2026-08-13T23:21:03,754563439-0700	1786688463750068605	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1040556	79504	76836864	17352127	26746880
58	2026-08-13T23:21:03,754563439-0700	1786688463750068605	cynara	cynara	205	1648	1032	212	2892	21741	842	1040556	79504	76836864	17352127	26746880
58	2026-08-13T23:21:03,754563439-0700	1786688463750068605	AppProcA	AppProcA	2724	1212	3644	3732	8588	35938	79	1040556	79504	76836864	17352127	26746880
58	2026-08-13T23:21:03,754563439-0700	1786688463750068605	systemd	systemd	1	1144	164	440	1748	27571	509	1040556	79504	76836864	17352127	26746880
58	2026-08-13T23:21:03,754563439-0700	1786688463750068605	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1040556	79504	76836864	17352127	26746880
58	2026-08-13T23:21:03,754563439-0700	1786688463750068605	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3631	428	1040556	79504	76836864	17352127	26746880
58	2026-08-13T23:21:03,754563439-0700	1786688463750068605	ServiceD	ServiceD	1037	588	2128	3224	5940	19567	547	1040556	79504	76836864	17352127	26746880
59	2026-08-13T23:21:05,751711355-0700	1786688465747570105	AppProcD	AppProcD	424	12684	18728	5140	36552	131619	507	1041580	79504	76836864	17352127	26746880
59	2026-08-13T23:21:05,751711355-0700	1786688465747570105	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1041580	79504	76836864	17352127	26746880
59	2026-08-13T23:21:05,751711355-0700	1786688465747570105	AppProcB	AppProcB	896	6852	11780	6416	25048	110487	1475	1041580	79504	76836864	17352127	26746880
59	2026-08-13T23:21:05,751711355-0700	1786688465747570105	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1041580	79504	76836864	17352127	26746880
59	2026-08-13T23:21:05,751711355-0700	1786688465747570105	cynara	cynara	205	1648	1032	212	2892	21741	842	1041580	79504	76836864	17352127	26746880
59	2026-08-13T23:21:05,751711355-0700	1786688465747570105	AppProcA	AppProcA	2724	1212	3644	3732	8588	35939	79	1041580	79504	76836864	17352127	26746880
59	2026-08-13T23:21:05,751711355-0700	1786688465747570105	systemd	systemd	1	1144	164	440	1748	27572	509	1041580	79504	76836864	17352127	26746880
59	2026-08-13T23:21:05,751711355-0700	1786688465747570105	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1041580	79504	76836864	17352127	26746880
59	2026-08-13T23:21:05,751711355-0700	1786688465747570105	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3631	428	1041580	79504	76836864	17352127	26746880
59	2026-08-13T23:21:05,751711355-0700	1786688465747570105	ServiceD	ServiceD	1037	588	2128	3224	5940	19593	547	1041580	79504	76836864	17352127	26746880
60	2026-08-13T23:21:07,752058604-0700	1786688467747804604	AppProcD	AppProcD	424	12684	18728	5140	36552	131671	507	1042360	79504	76836864	17352127	26746880
60	2026-08-13T23:21:07,752058604-0700	1786688467747804604	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1042360	79504	76836864	17352127	26746880
60	2026-08-13T23:21:07,752058604-0700	1786688467747804604	AppProcB	AppProcB	896	6852	11780	6416	25048	110487	1475	1042360	79504	76836864	17352127	26746880
60	2026-08-13T23:21:07,752058604-0700	1786688467747804604	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1042360	79504	76836864	17352127	26746880
60	2026-08-13T23:21:07,752058604-0700	1786688467747804604	cynara	cynara	205	1648	1032	212	2892	21741	842	1042360	79504	76836864	17352127	26746880
60	2026-08-13T23:21:07,752058604-0700	1786688467747804604	AppProcA	AppProcA	2724	1212	3644	3732	8588	35959	79	1042360	79504	76836864	17352127	26746880
60	2026-08-13T23:21:07,752058604-0700	1786688467747804604	systemd	systemd	1	1144	164	440	1748	27572	509	1042360	79504	76836864	17352127	26746880
60	2026-08-13T23:21:07,752058604-0700	1786688467747804604	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1042360	79504	76836864	17352127	26746880
60	2026-08-13T23:21:07,752058604-0700	1786688467747804604	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3631	428	1042360	79504	76836864	17352127	26746880
60	2026-08-13T23:21:07,752058604-0700	1786688467747804604	ServiceD	ServiceD	1037	588	2128	3224	5940	19593	547	1042360	79504	76836864	17352127	26746880
61	2026-08-13T23:21:09,754496271-0700	1786688469750308687	AppProcD	AppProcD	424	12684	18728	5140	36552	131671	507	1042376	79504	76836864	17352127	26746880
61	2026-08-13T23:21:09,754496271-0700	1786688469750308687	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1042376	79504	76836864	17352127	26746880
61	2026-08-13T23:21:09,754496271-0700	1786688469750308687	AppProcB	AppProcB	896	6852	11780	6416	25048	110527	1475	1042376	79504	76836864	17352127	26746880
61	2026-08-13T23:21:09,754496271-0700	1786688469750308687	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1042376	79504	76836864	17352127	26746880
61	2026-08-13T23:21:09,754496271-0700	1786688469750308687	cynara	cynara	205	1648	1032	212	2892	21741	842	1042376	79504	76836864	17352127	26746880
61	2026-08-13T23:21:09,754496271-0700	1786688469750308687	AppProcA	AppProcA	2724	1212	3644	3732	8588	35959	79	1042376	79504	76836864	17352127	26746880
61	2026-08-13T23:21:09,754496271-0700	1786688469750308687	systemd	systemd	1	1144	164	440	1748	27572	509	1042376	79504	76836864	17352127	26746880
61	2026-08-13T23:21:09,754496271-0700	1786688469750308687	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1042376	79504	76836864	17352127	26746880
61	2026-08-13T23:21:09,754496271-0700	1786688469750308687	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3632	428	1042376	79504	76836864	17352127	26746880
61	2026-08-13T23:21:09,754496271-0700	1786688469750308687	ServiceD	ServiceD	1037	588	2128	3224	5940	19593	547	1042376	79504	76836864	17352127	26746880
62	2026-08-13T23:21:11,755811854-0700	1786688471749268770	AppProcD	AppProcD	424	12684	18728	5140	36552	131671	507	1043048	79504	76836864	17352127	26746880
62	2026-08-13T23:21:11,755811854-0700	1786688471749268770	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1043048	79504	76836864	17352127	26746880
62	2026-08-13T23:21:11,755811854-0700	1786688471749268770	AppProcB	AppProcB	896	6852	11780	6416	25048	110527	1475	1043048	79504	76836864	17352127	26746880
62	2026-08-13T23:21:11,755811854-0700	1786688471749268770	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1043048	79504	76836864	17352127	26746880
62	2026-08-13T23:21:11,755811854-0700	1786688471749268770	cynara	cynara	205	1648	1032	212	2892	21741	842	1043048	79504	76836864	17352127	26746880
62	2026-08-13T23:21:11,755811854-0700	1786688471749268770	AppProcA	AppProcA	2724	1212	3644	3732	8588	35979	79	1043048	79504	76836864	17352127	26746880
62	2026-08-13T23:21:11,755811854-0700	1786688471749268770	systemd	systemd	1	1144	164	440	1748	27572	509	1043048	79504	76836864	17352127	26746880
62	2026-08-13T23:21:11,755811854-0700	1786688471749268770	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1043048	79504	76836864	17352127	26746880
62	2026-08-13T23:21:11,755811854-0700	1786688471749268770	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3632	428	1043048	79504	76836864	17352127	26746880
62	2026-08-13T23:21:11,755811854-0700	1786688471749268770	ServiceD	ServiceD	1037	588	2128	3224	5940	19619	547	1043048	79504	76836864	17352127	26746880
63	2026-08-13T23:21:13,758230270-0700	1786688473751731020	AppProcD	AppProcD	424	12684	18728	5140	36552	131723	507	1042612	79504	76836864	17352127	26746880
63	2026-08-13T23:21:13,758230270-0700	1786688473751731020	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1042612	79504	76836864	17352127	26746880
63	2026-08-13T23:21:13,758230270-0700	1786688473751731020	AppProcB	AppProcB	896	6852	11780	6416	25048	110527	1475	1042612	79504	76836864	17352127	26746880
63	2026-08-13T23:21:13,758230270-0700	1786688473751731020	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1042612	79504	76836864	17352127	26746880
63	2026-08-13T23:21:13,758230270-0700	1786688473751731020	cynara	cynara	205	1648	1032	212	2892	21741	842	1042612	79504	76836864	17352127	26746880
63	2026-08-13T23:21:13,758230270-0700	1786688473751731020	AppProcA	AppProcA	2724	1212	3644	3732	8588	35979	79	1042612	79504	76836864	17352127	26746880
63	2026-08-13T23:21:13,758230270-0700	1786688473751731020	systemd	systemd	1	1144	164	440	1748	27572	509	1042612	79504	76836864	17352127	26746880
63	2026-08-13T23:21:13,758230270-0700	1786688473751731020	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1042612	79504	76836864	17352127	26746880
63	2026-08-13T23:21:13,758230270-0700	1786688473751731020	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3632	428	1042612	79504	76836864	17352127	26746880
63	2026-08-13T23:21:13,758230270-0700	1786688473751731020	ServiceD	ServiceD	1037	588	2128	3224	5940	19619	547	1042612	79504	76836864	17352127	26746880
64	2026-08-13T23:21:15,751484186-0700	1786688475746460853	AppProcD	AppProcD	424	12684	18728	5140	36552	131723	507	1042360	79504	76836864	17352127	26746880
64	2026-08-13T23:21:15,751484186-0700	1786688475746460853	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1042360	79504	76836864	17352127	26746880
64	2026-08-13T23:21:15,751484186-0700	1786688475746460853	AppProcB	AppProcB	896	6852	11780	6416	25048	110567	1475	1042360	79504	76836864	17352127	26746880
64	2026-08-13T23:21:15,751484186-0700	1786688475746460853	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1042360	79504	76836864	17352127	26746880
64	2026-08-13T23:21:15,751484186-0700	1786688475746460853	cynara	cynara	205	1648	1032	212	2892	21741	842	1042360	79504	76836864	17352127	26746880
64	2026-08-13T23:21:15,751484186-0700	1786688475746460853	AppProcA	AppProcA	2724	1212	3644	3732	8588	35979	79	1042360	79504	76836864	17352127	26746880
64	2026-08-13T23:21:15,751484186-0700	1786688475746460853	systemd	systemd	1	1144	164	440	1748	27572	509	1042360	79504	76836864	17352127	26746880
64	2026-08-13T23:21:15,751484186-0700	1786688475746460853	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1042360	79504	76836864	17352127	26746880
64	2026-08-13T23:21:15,751484186-0700	1786688475746460853	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3632	428	1042360	79504	76836864	17352127	26746880
64	2026-08-13T23:21:15,751484186-0700	1786688475746460853	ServiceD	ServiceD	1037	588	2128	3224	5940	19644	547	1042360	79504	76836864	17352127	26746880
65	2026-08-13T23:21:17,753631019-0700	1786688477748883269	AppProcD	AppProcD	424	12684	18728	5140	36552	131776	507	1042480	79504	76836864	17352127	26746880
65	2026-08-13T23:21:17,753631019-0700	1786688477748883269	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1042480	79504	76836864	17352127	26746880
65	2026-08-13T23:21:17,753631019-0700	1786688477748883269	AppProcB	AppProcB	896	6852	11780	6416	25048	110567	1475	1042480	79504	76836864	17352127	26746880
65	2026-08-13T23:21:17,753631019-0700	1786688477748883269	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1042480	79504	76836864	17352127	26746880
65	2026-08-13T23:21:17,753631019-0700	1786688477748883269	cynara	cynara	205	1648	1032	212	2892	21741	842	1042480	79504	76836864	17352127	26746880
65	2026-08-13T23:21:17,753631019-0700	1786688477748883269	AppProcA	AppProcA	2724	1212	3644	3732	8588	36000	79	1042480	79504	76836864	17352127	26746880
65	2026-08-13T23:21:17,753631019-0700	1786688477748883269	systemd	systemd	1	1144	164	440	1748	27572	509	1042480	79504	76836864	17352127	26746880
65	2026-08-13T23:21:17,753631019-0700	1786688477748883269	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1042480	79504	76836864	17352127	26746880
65	2026-08-13T23:21:17,753631019-0700	1786688477748883269	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3632	428	1042480	79504	76836864	17352127	26746880
65	2026-08-13T23:21:17,753631019-0700	1786688477748883269	ServiceD	ServiceD	1037	588	2128	3224	5940	19644	547	1042480	79504	76836864	17352127	26746880
66	2026-08-13T23:21:19,754785935-0700	1786688479748072768	AppProcD	AppProcD	424	12684	18728	5140	36552	131776	507	1042516	79504	76836864	17352127	26746880
66	2026-08-13T23:21:19,754785935-0700	1786688479748072768	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1042516	79504	76836864	17352127	26746880
66	2026-08-13T23:21:19,754785935-0700	1786688479748072768	AppProcB	AppProcB	896	6852	11780	6416	25048	110607	1475	1042516	79504	76836864	17352127	26746880
66	2026-08-13T23:21:19,754785935-0700	1786688479748072768	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1042516	79504	76836864	17352127	26746880
66	2026-08-13T23:21:19,754785935-0700	1786688479748072768	cynara	cynara	205	1648	1032	212	2892	21741	842	1042516	79504	76836864	17352127	26746880
66	2026-08-13T23:21:19,754785935-0700	1786688479748072768	AppProcA	AppProcA	2724	1212	3644	3732	8588	36000	79	1042516	79504	76836864	17352127	26746880
66	2026-08-13T23:21:19,754785935-0700	1786688479748072768	systemd	systemd	1	1144	164	440	1748	27572	509	1042516	79504	76836864	17352127	26746880
66	2026-08-13T23:21:19,754785935-0700	1786688479748072768	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1042516	79504	76836864	17352127	26746880
66	2026-08-13T23:21:19,754785935-0700	1786688479748072768	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3632	428	1042516	79504	76836864	17352127	26746880
66	2026-08-13T23:21:19,754785935-0700	1786688479748072768	ServiceD	ServiceD	1037	588	2128	3224	5940	19644	547	1042516	79504	76836864	17352127	26746880
67	2026-08-13T23:21:21,752372518-0700	1786688481748263518	AppProcD	AppProcD	424	12684	18728	5140	36552	131776	507	1042500	79504	76836864	17352127	26746880
67	2026-08-13T23:21:21,752372518-0700	1786688481748263518	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1042500	79504	76836864	17352127	26746880
67	2026-08-13T23:21:21,752372518-0700	1786688481748263518	AppProcB	AppProcB	896	6852	11780	6416	25048	110607	1475	1042500	79504	76836864	17352127	26746880
67	2026-08-13T23:21:21,752372518-0700	1786688481748263518	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1042500	79504	76836864	17352127	26746880
67	2026-08-13T23:21:21,752372518-0700	1786688481748263518	cynara	cynara	205	1648	1032	212	2892	21741	842	1042500	79504	76836864	17352127	26746880
67	2026-08-13T23:21:21,752372518-0700	1786688481748263518	AppProcA	AppProcA	2724	1212	3644	3732	8588	36022	79	1042500	79504	76836864	17352127	26746880
67	2026-08-13T23:21:21,752372518-0700	1786688481748263518	systemd	systemd	1	1144	164	440	1748	27572	509	1042500	79504	76836864	17352127	26746880
67	2026-08-13T23:21:21,752372518-0700	1786688481748263518	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1042500	79504	76836864	17352127	26746880
67	2026-08-13T23:21:21,752372518-0700	1786688481748263518	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3632	428	1042500	79504	76836864	17352127	26746880
67	2026-08-13T23:21:21,752372518-0700	1786688481748263518	ServiceD	ServiceD	1037	588	2128	3224	5940	19669	547	1042500	79504	76836864	17352127	26746880
68	2026-08-13T23:21:23,754580851-0700	1786688483749087017	AppProcD	AppProcD	424	12684	18728	5140	36552	131828	507	1042464	79504	76836864	17352127	26746880
68	2026-08-13T23:21:23,754580851-0700	1786688483749087017	ServiceE	ServiceE	404	7804	2808	7800	18412	28183	352	1042464	79504	76836864	17352127	26746880
68	2026-08-13T23:21:23,754580851-0700	1786688483749087017	AppProcB	AppProcB	896	6852	11780	6416	25048	110607	1475	1042464	79504	76836864	17352127	26746880
68	2026-08-13T23:21:23,754580851-0700	1786688483749087017	ServiceH	ServiceH	719	3964	4004	3040	11008	21055	0	1042464	79504	76836864	17352127	26746880
68	2026-08-13T23:21:23,754580851-0700	1786688483749087017	cynara	cynara	205	1648	1032	212	2892	21741	842	1042464	79504	76836864	17352127	26746880
68	2026-08-13T23:21:23,754580851-0700	1786688483749087017	AppProcA	AppProcA	2724	1212	3644	3732	8588	36022	79	1042464	79504	76836864	17352127	26746880
68	2026-08-13T23:21:23,754580851-0700	1786688483749087017	systemd	systemd	1	1144	164	440	1748	27572	509	1042464	79504	76836864	17352127	26746880
68	2026-08-13T23:21:23,754580851-0700	1786688483749087017	enlightenment	enlightenment	258	2724	968	3036	6728	39250	877	1042464	79504	76836864	17352127	26746880
68	2026-08-13T23:21:23,754580851-0700	1786688483749087017	buxton2d_worker	buxton2d_worker	229	1212	32	440	1684	3632	428	1042464	79504	76836864	17352127	26746880
68	2026-08-13T23:21:23,754580851-0700	1786688483749087017	ServiceD	ServiceD	1037	588	2128	3224	5940	19669	547	1042464	79504	76836864	17352127	26746880
