sample	actual_stage	timestamp	actual_elapsed_s	pid	glibc_heap_pd_kb	other_anon_pd_kb	file_backed_pd_kb	minflt	majflt	MemAvailable_kb	zram_used_kb
255	R4	2026-08-14T02:00:31,045139827-0700	283.054073	3953	4032	4240	2656	462704	167	781404	92940
256	R4	2026-08-14T02:00:31,806990660-0700	283.815453	3953	4032	4240	2656	462704	167	781496	92940
257	R4	2026-08-14T02:00:32,463945660-0700	284.473936	3953	4032	4240	2656	462704	167	781944	92940
258	R4	2026-08-14T02:00:33,175319826-0700	285.183276	3953	4032	4240	2656	462704	167	782156	92940
259	R4	2026-08-14T02:00:33,865776743-0700	285.876578	3953	4032	4240	2656	462704	167	783520	92940
260	R4	2026-08-14T02:00:34,662384743-0700	286.670540	3953	4032	4240	2656	462704	167	782400	92940
261	R4	2026-08-14T02:00:35,460826659-0700	287.467982	3953	4032	4240	2656	462704	167	777792	92940
262	R4	2026-08-14T02:00:36,152700742-0700	288.161868	3953	4032	4240	2656	462704	167	781136	92940
263	R4	2026-08-14T02:00:36,866798742-0700	288.877513	3953	4032	4240	2656	462704	167	780576	92940
264	R4	2026-08-14T02:00:37,685516659-0700	289.693931	3953	4032	4240	2656	462704	167	779660	92940
265	R4	2026-08-14T02:00:38,411417242-0700	290.419622	3953	4032	4240	2656	462704	167	779128	92940
266	R4	2026-08-14T02:00:39,105500408-0700	291.113636	3953	4032	4240	2656	462704	167	779400	92940
267	R4	2026-08-14T02:00:39,781747158-0700	291.790409	3953	4032	4240	2656	462704	167	780888	92940
268	R4	2026-08-14T02:00:40,494865325-0700	292.504520	3953	4032	4240	2656	462704	167	781956	92940
269	R4	2026-08-14T02:00:41,164188491-0700	293.174725	3953	4032	4240	2656	462704	167	782944	92940
270	R4	2026-08-14T02:00:41,909479074-0700	293.919161	3953	4032	4240	2656	462704	167	784872	92940
271	R4	2026-08-14T02:00:42,629159491-0700	294.638471	3953	4032	4240	2656	462704	167	784164	92940
272	R4	2026-08-14T02:00:43,326053491-0700	295.331900	3953	4032	4240	2656	462704	167	784284	92940
273	R4	2026-08-14T02:00:44,026617074-0700	296.036119	3953	4032	4240	2656	462704	167	785356	92940
274	R4	2026-08-14T02:00:44,715069407-0700	296.725644	3953	4032	4240	2656	462704	167	784448	92940
275	R4	2026-08-14T02:00:45,481003157-0700	297.490841	3953	4032	4240	2656	462704	167	780836	92940
276	R4	2026-08-14T02:00:46,185743573-0700	298.193475	3953	4032	4240	2656	462704	167	780968	92940
277	R4	2026-08-14T02:00:46,932901823-0700	298.943037	3953	4032	4240	2656	462704	167	780580	92940
278	R4	2026-08-14T02:00:47,638752906-0700	299.647569	3953	4032	4240	2656	462704	167	780020	92940
279	R5	2026-08-14T02:00:49,131456573-0700	301.139890	3953	4948	4288	2656	463101	167	763992	92940
280	R5	2026-08-14T02:00:50,889803155-0700	302.892203	3953	8176	8144	2684	463786	167	752076	92940
281	R5	2026-08-14T02:00:55,312549904-0700	307.223547	3953	6248	6292	2656	473975	167	737800	92940
282	R5	2026-08-14T02:00:59,393794237-0700	311.390044	3953	4144	4296	2656	474138	167	762968	92940
283	R5	2026-08-14T02:01:01,616182403-0700	313.619524	3953	4144	4296	2656	474138	167	768848	92940
284	R5	2026-08-14T02:01:03,293000069-0700	315.294771	3953	4144	4296	2656	474138	167	771508	92940
285	R5	2026-08-14T02:01:04,887660235-0700	316.883496	3953	4144	4296	2656	474138	167	773904	92940
286	R5	2026-08-14T02:01:06,732332568-0700	318.739080	3953	4144	4296	2656	474138	167	774964	92940
287	R5	2026-08-14T02:01:08,699420735-0700	320.706458	3953	4144	4296	2656	474138	167	775164	92940
288	R5	2026-08-14T02:01:10,360602067-0700	322.365270	3953	4144	4296	2656	474138	167	777488	92940
289	R5	2026-08-14T02:01:11,151402234-0700	323.160040	3953	4144	4296	2656	474138	167	778444	92940
290	R5	2026-08-14T02:01:11,917851150-0700	323.927270	3953	4144	4296	2656	474138	167	777884	92940
291	R5	2026-08-14T02:01:12,651239484-0700	324.661909	3953	4144	4296	2656	474138	167	777220	92940
292	R5	2026-08-14T02:01:14,685638150-0700	326.688061	3953	4172	4244	2656	474138	167	756880	92940
293	R5	2026-08-14T02:01:15,506347233-0700	327.512202	3953	4172	4244	2656	474138	167	754004	92940
294	R5	2026-08-14T02:01:16,299171399-0700	328.307547	3953	4172	4244	2656	474138	167	754196	92940
295	R5	2026-08-14T02:01:17,118788316-0700	329.125562	3953	4172	4244	2656	474138	167	756020	92940
296	R5	2026-08-14T02:01:18,039018899-0700	330.035041	3953	4172	4244	2656	474138	167	762492	92940
297	R5	2026-08-14T02:01:19,037631399-0700	331.042505	3953	4172	4244	2656	474138	167	777536	92940
298	R5	2026-08-14T02:01:19,990307815-0700	331.994125	3953	4172	4244	2656	474138	167	776040	92940
299	R5	2026-08-14T02:01:21,275857315-0700	333.285957	3953	4172	4244	2656	474138	167	772768	92940
300	R5	2026-08-14T02:01:22,063428731-0700	334.070993	3953	4172	4244	2656	474138	167	773952	92940
301	R5	2026-08-14T02:01:22,840834148-0700	334.850900	3953	4172	4244	2656	474138	167	774596	92940
302	R5	2026-08-14T02:01:23,623871648-0700	335.630477	3953	4172	4244	2656	474138	167	775460	92940
303	R5	2026-08-14T02:01:24,271792898-0700	336.279767	3953	4172	4244	2656	474138	167	774992	92940
304	R5	2026-08-14T02:01:24,930379481-0700	336.941268	3953	4172	4244	2656	474138	167	776132	92940
305	R5	2026-08-14T02:01:25,558025147-0700	337.567880	3953	4172	4244	2656	474138	167	776500	92940
306	R5	2026-08-14T02:01:26,317456564-0700	338.327197	3953	4172	4244	2656	474138	167	777568	92940
307	R5	2026-08-14T02:01:27,038889980-0700	339.047269	3953	4172	4244	2656	474138	167	777932	92940
308	R5	2026-08-14T02:01:27,769615063-0700	339.776311	3953	4172	4244	2656	474138	167	778500	92940
309	R5	2026-08-14T02:01:28,524750063-0700	340.531729	3953	4172	4244	2656	474138	167	779876	92940
310	R5	2026-08-14T02:01:29,212648480-0700	341.222136	3953	4172	4244	2656	474138	167	779220	92940
311	R5	2026-08-14T02:01:29,890433896-0700	341.894475	3953	4172	4244	2656	474138	167	779668	92940
312	R5	2026-08-14T02:01:30,563178979-0700	342.570534	3953	4172	4244	2656	474138	167	778776	92940
313	R5	2026-08-14T02:01:31,218461063-0700	343.211562	3953	4172	4244	2656	474138	167	778960	92940
314	R5	2026-08-14T02:01:31,900244979-0700	343.909071	3953	4172	4244	2656	474138	167	777528	92940
315	R5	2026-08-14T02:01:32,579566062-0700	344.588231	3953	4172	4244	2656	474138	167	776564	92940
316	R5	2026-08-14T02:01:33,320806062-0700	345.322999	3953	4172	4244	2656	474138	167	776688	92940
317	R5	2026-08-14T02:01:33,995876812-0700	346.003724	3953	4172	4244	2656	474138	167	777052	92940
318	R5	2026-08-14T02:01:34,758761478-0700	346.766590	3953	4172	4244	2656	474138	167	777428	92940
319	R5	2026-08-14T02:01:35,503629895-0700	347.512089	3953	4172	4244	2656	474138	167	777340	92940
320	R5	2026-08-14T02:01:36,258549228-0700	348.266703	3953	4172	4244	2656	474138	167	777904	92940
321	R5	2026-08-14T02:01:36,943229561-0700	348.950484	3953	4172	4244	2656	474138	167	778084	92940
322	R5	2026-08-14T02:01:37,718420728-0700	349.728054	3953	4172	4244	2656	474138	167	778384	92940
323	R5	2026-08-14T02:01:38,426981811-0700	350.437722	3953	4172	4244	2656	474138	167	777964	92940
324	R5	2026-08-14T02:01:39,088343561-0700	351.094584	3953	4172	4244	2656	474138	167	778260	92940
325	R5	2026-08-14T02:01:39,784317894-0700	351.792179	3953	4172	4244	2656	474138	167	778352	92940
326	R5	2026-08-14T02:01:40,522348477-0700	352.528992	3953	4172	4244	2656	474138	167	779392	92940
327	R5	2026-08-14T02:01:41,244236060-0700	353.252229	3953	4172	4244	2656	474138	167	778616	92940
328	R5	2026-08-14T02:01:41,966245643-0700	353.975741	3953	4172	4244	2656	474138	167	780328	92940
329	R5	2026-08-14T02:01:42,714676726-0700	354.723449	3953	4172	4244	2656	474138	167	778844	92940
330	R5	2026-08-14T02:01:43,391790143-0700	355.401272	3953	4172	4244	2656	474138	167	778856	92940
331	R5	2026-08-14T02:01:44,078964809-0700	356.085943	3953	4172	4244	2656	474138	167	779256	92940
332	R5	2026-08-14T02:01:44,729415559-0700	356.739621	3953	4172	4244	2656	474138	167	779452	92940
333	R5	2026-08-14T02:01:45,409653142-0700	357.420336	3953	4172	4244	2656	474138	167	780340	92940
334	R5	2026-08-14T02:01:46,115872476-0700	358.126230	3953	4172	4244	2656	474138	167	781208	92940
335	R5	2026-08-14T02:01:46,846458642-0700	358.857250	3953	4172	4244	2656	474138	167	780468	92940
336	R5	2026-08-14T02:01:47,486960725-0700	359.494255	3953	4172	4244	2656	474138	167	780560	92940
337	R6	2026-08-14T02:01:48,828454475-0700	360.829728	3953	4508	4440	2656	474227	167	757064	92940
338	R6	2026-08-14T02:01:50,518189975-0700	362.524515	3953	10392	11188	2684	474995	167	762620	92940
339	R6	2026-08-14T02:01:53,248679724-0700	365.253337	3953	8372	10436	2684	482692	167	754792	92940
340	R6	2026-08-14T02:01:58,413051139-0700	370.386139	3953	4228	4364	2656	485921	167	752824	92684
341	R6	2026-08-14T02:02:01,477390722-0700	373.477743	3953	4228	4364	2656	485921	167	764960	92684
342	R6	2026-08-14T02:02:03,271131722-0700	375.273658	3953	4228	4364	2656	485921	167	766684	92684
343	R6	2026-08-14T02:02:05,179663971-0700	377.171435	3953	4228	4364	2656	485921	167	767568	92684
344	R6	2026-08-14T02:02:07,204242471-0700	379.194932	3953	4228	4336	2656	485921	167	769300	92684
345	R6	2026-08-14T02:02:09,248127887-0700	381.227383	3953	4228	4336	2656	485921	167	772032	92684
346	R6	2026-08-14T02:02:10,549998803-0700	382.560098	3953	4228	4336	2656	485921	167	772800	92684
347	R6	2026-08-14T02:02:11,315911136-0700	383.326689	3953	4228	4336	2656	485921	167	773252	92684
348	R6	2026-08-14T02:02:12,107608386-0700	384.116694	3953	4228	4336	2656	485921	167	772676	92684
349	R6	2026-08-14T02:02:12,946531719-0700	384.956827	3953	4212	4320	2656	485921	167	773668	92684
350	R6	2026-08-14T02:02:15,000444469-0700	387.010191	3953	4212	4320	2656	485921	167	746244	92684
351	R6	2026-08-14T02:02:15,758930469-0700	387.764383	3953	4212	4320	2656	485921	167	744996	92684
352	R6	2026-08-14T02:02:16,538447385-0700	388.535401	3953	4212	4320	2656	485921	167	756264	92684
353	R6	2026-08-14T02:02:17,541748968-0700	389.545472	3953	4212	4320	2656	485921	167	776592	92684
354	R6	2026-08-14T02:02:18,471931218-0700	390.479362	3953	4212	4320	2656	485921	167	777912	92684
355	R6	2026-08-14T02:02:19,528932801-0700	391.528948	3953	4212	4320	2656	485921	167	774120	92684
356	R6	2026-08-14T02:02:20,632484467-0700	392.641197	3953	4212	4320	2656	485921	167	772796	92684
357	R6	2026-08-14T02:02:21,770279884-0700	393.775638	3953	4212	4320	2656	485921	167	771088	92684
358	R6	2026-08-14T02:02:22,508681634-0700	394.517804	3953	4212	4320	2656	485921	167	771892	92684
359	R6	2026-08-14T02:02:23,336514967-0700	395.342689	3953	4212	4320	2656	485921	167	773484	92684
360	R6	2026-08-14T02:02:24,079289300-0700	396.088717	3953	4212	4320	2656	485921	167	774812	92684
361	R6	2026-08-14T02:02:24,790202633-0700	396.796792	3953	4212	4320	2656	485921	167	774732	92684
362	R6	2026-08-14T02:02:25,507343216-0700	397.514486	3953	4212	4320	2656	485921	167	778608	92684
363	R6	2026-08-14T02:02:26,253901966-0700	398.262172	3953	4212	4320	2656	485921	167	779784	92684
364	R6	2026-08-14T02:02:26,904638549-0700	398.912309	3953	4212	4320	2656	485921	167	780436	92684
365	R6	2026-08-14T02:02:27,644185549-0700	399.646633	3953	4212	4320	2656	485921	167	779876	92684
366	R6	2026-08-14T02:02:28,338812466-0700	400.342639	3953	4212	4320	2656	485921	167	781616	92684
367	R6	2026-08-14T02:02:29,064558132-0700	401.075445	3953	4212	4320	2656	485921	167	782140	92684
368	R6	2026-08-14T02:02:29,745900965-0700	401.756600	3953	4212	4320	2656	485921	167	782120	92684
369	R6	2026-08-14T02:02:30,396125132-0700	402.406981	3953	4212	4320	2656	485921	167	783644	92684
370	R6	2026-08-14T02:02:31,079122132-0700	403.088631	3953	4212	4320	2656	485921	167	783172	92684
371	R6	2026-08-14T02:02:31,816021715-0700	403.827032	3953	4212	4320	2656	485921	167	783132	92684
372	R6	2026-08-14T02:02:32,579054298-0700	404.587944	3953	4212	4320	2656	485921	167	783844	92684
373	R6	2026-08-14T02:02:33,324221631-0700	405.330510	3953	4212	4320	2656	485921	167	786228	92684
374	R6	2026-08-14T02:02:33,993098298-0700	406.002926	3953	4212	4320	2656	485921	167	786944	92684
375	R6	2026-08-14T02:02:34,692294547-0700	406.701589	3953	4212	4320	2656	485921	167	786640	92684
376	R6	2026-08-14T02:02:35,431542797-0700	407.442146	3953	4212	4320	2656	485921	167	787340	92684
377	R6	2026-08-14T02:02:36,093731380-0700	408.102256	3953	4212	4320	2656	485921	167	788136	92684
378	R6	2026-08-14T02:02:36,767762297-0700	408.776880	3953	4212	4320	2656	485921	167	788664	92684
379	R6	2026-08-14T02:02:37,545970630-0700	409.557218	3953	4212	4320	2656	485921	167	789428	92684
380	R6	2026-08-14T02:02:38,276546630-0700	410.286226	3953	4212	4320	2656	485921	167	789596	92684
381	R6	2026-08-14T02:02:39,020234296-0700	411.027452	3953	4212	4320	2656	485921	167	788660	92684
382	R6	2026-08-14T02:02:39,701277296-0700	411.709610	3953	4212	4320	2656	485921	167	788476	92684
383	R6	2026-08-14T02:02:40,358614963-0700	412.369280	3953	4212	4320	2656	485921	167	790824	92684
384	R6	2026-08-14T02:02:41,061319963-0700	413.070760	3953	4212	4320	2656	485921	167	790624	92684
385	R6	2026-08-14T02:02:41,789837712-0700	413.795299	3953	4212	4320	2656	485921	167	790816	92684
386	R6	2026-08-14T02:02:42,545011379-0700	414.540387	3953	4212	4320	2656	485921	167	790588	92684
387	R6	2026-08-14T02:02:43,240043712-0700	415.246131	3953	4212	4320	2656	485921	167	790772	92684
388	R6	2026-08-14T02:02:43,913191462-0700	415.924352	3953	4212	4320	2656	485921	167	790884	92684
389	R6	2026-08-14T02:02:44,552702878-0700	416.560070	3953	4212	4320	2656	485921	167	791180	92684
390	R6	2026-08-14T02:02:45,284970128-0700	417.292459	3953	4212	4320	2656	485921	167	791180	92684
391	R6	2026-08-14T02:02:45,965446378-0700	417.975768	3953	4212	4320	2656	485921	167	791320	92684
392	R6	2026-08-14T02:02:46,696700545-0700	418.707350	3953	4212	4320	2656	485921	167	792180	92684
393	R6	2026-08-14T02:02:47,376459378-0700	419.387172	3953	4212	4320	2656	485921	167	791188	92684
394	R7	2026-08-14T02:02:48,161710294-0700	420.160229	3953	4276	4304	2656	485921	167	775540	92684
395	R7	2026-08-14T02:02:50,176954460-0700	422.163359	3953	7288	7868	2656	486696	167	780032	92684
396	R7	2026-08-14T02:02:53,175449793-0700	425.166087	3953	8396	12220	2684	495536	167	769068	92684
397	R7	2026-08-14T02:02:58,410523125-0700	430.389780	3953	4128	4752	2656	497737	167	763748	92684
398	R7	2026-08-14T02:03:00,751417041-0700	432.748700	3953	4128	4752	2656	497737	167	774168	92684
399	R7	2026-08-14T02:03:02,815755124-0700	434.809119	3953	4128	4752	2656	497737	167	775688	92684
400	R7	2026-08-14T02:03:04,582801374-0700	436.593414	3953	4128	4752	2656	497737	167	777756	92684
401	R7	2026-08-14T02:03:06,502225706-0700	438.510557	3953	4128	4752	2656	497737	167	778148	92684
402	R7	2026-08-14T02:03:08,173293789-0700	440.178247	3953	4128	4752	2656	497737	167	779000	92684
403	R7	2026-08-14T02:03:10,120066206-0700	442.109689	3953	4128	4752	2656	497737	167	780528	92684
404	R7	2026-08-14T02:03:10,946537872-0700	442.950584	3953	4128	4752	2656	497737	167	781188	92684
405	R7	2026-08-14T02:03:11,655738705-0700	443.662454	3953	4128	4752	2656	497737	167	781512	92684
406	R7	2026-08-14T02:03:12,470289622-0700	444.477719	3953	4128	4752	2656	497737	167	777000	92684
407	R7	2026-08-14T02:03:14,396724538-0700	446.390788	3953	4068	4704	2656	497737	167	745388	92684
408	R7	2026-08-14T02:03:15,529714954-0700	447.533191	3953	4068	4704	2656	497737	167	757364	92684
409	R7	2026-08-14T02:03:16,263656204-0700	448.269573	3953	4068	4704	2656	497737	167	756596	92684
410	R7	2026-08-14T02:03:17,075415537-0700	449.081526	3953	4068	4704	2656	497737	167	758084	92684
411	R7	2026-08-14T02:03:18,206626704-0700	450.208674	3953	4068	4704	2656	497737	167	781480	92684
412	R7	2026-08-14T02:03:19,330679870-0700	451.339379	3953	4064	4704	2656	497737	167	776628	92684
413	R7	2026-08-14T02:03:20,667862786-0700	452.641963	3953	4064	4704	2656	497737	167	773636	92684
414	R7	2026-08-14T02:03:21,682809536-0700	453.690638	3953	4064	4704	2656	497737	167	773500	92684
415	R7	2026-08-14T02:03:22,472711369-0700	454.475600	3953	4064	4704	2656	497737	167	773540	92684
416	R7	2026-08-14T02:03:23,237189036-0700	455.245534	3953	4064	4704	2656	497737	167	774356	92684
417	R7	2026-08-14T02:03:23,948093536-0700	455.957617	3953	4064	4704	2656	497737	167	774764	92684
418	R7	2026-08-14T02:03:24,612858952-0700	456.618531	3953	4064	4704	2656	497737	167	775168	92684
419	R7	2026-08-14T02:03:25,327626619-0700	457.337022	3953	4064	4704	2656	497737	167	779204	92684
420	R7	2026-08-14T02:03:26,088461118-0700	458.097961	3953	4064	4704	2656	497737	167	779356	92684
421	R7	2026-08-14T02:03:26,842727702-0700	458.853393	3953	4064	4704	2656	497737	167	779576	92684
422	R7	2026-08-14T02:03:27,580899035-0700	459.591376	3953	4064	4704	2656	497737	167	779516	92684
423	R7	2026-08-14T02:03:28,262539118-0700	460.265751	3953	4064	4704	2656	497737	167	779312	92684
424	R7	2026-08-14T02:03:28,947846701-0700	460.958944	3953	4064	4704	2656	497737	167	779004	92684
425	R7	2026-08-14T02:03:29,647410951-0700	461.655817	3953	4064	4704	2656	497737	167	779152	92684
426	R7	2026-08-14T02:03:30,394756951-0700	462.403434	3953	4064	4704	2656	497737	167	779716	92684
427	R7	2026-08-14T02:03:31,044773201-0700	463.055615	3953	4064	4704	2656	497737	167	780212	92684
428	R7	2026-08-14T02:03:31,751576534-0700	463.758637	3953	4064	4704	2656	497737	167	779464	92684
429	R7	2026-08-14T02:03:32,408072784-0700	464.413533	3953	4064	4704	2656	497737	167	780596	92684
430	R7	2026-08-14T02:03:33,074446950-0700	465.085074	3953	4064	4704	2656	497737	167	780788	92684
431	R7	2026-08-14T02:03:33,747325200-0700	465.749984	3953	4064	4704	2656	497737	167	781204	92684
432	R7	2026-08-14T02:03:34,401820866-0700	466.411062	3953	4064	4704	2656	497737	167	780156	92684
433	R7	2026-08-14T02:03:35,091657116-0700	467.097794	3953	4064	4704	2656	497737	167	781980	92684
434	R7	2026-08-14T02:03:35,748374616-0700	467.758278	3953	4064	4704	2656	497737	167	780860	92684
435	R7	2026-08-14T02:03:36,431036366-0700	468.439779	3953	4064	4704	2656	497737	167	780436	92684
436	R7	2026-08-14T02:03:37,125560116-0700	469.132074	3953	4064	4704	2656	497737	167	779928	92684
437	R7	2026-08-14T02:03:37,803915116-0700	469.812701	3953	4064	4704	2656	497737	167	781400	92684
438	R7	2026-08-14T02:03:38,479172616-0700	470.489406	3953	4064	4704	2656	497737	167	781648	92684
439	R7	2026-08-14T02:03:39,271143449-0700	471.278475	3953	4064	4704	2656	497737	167	781208	92684
440	R7	2026-08-14T02:03:39,966667365-0700	471.976540	3953	4064	4704	2656	497737	167	782876	92684
441	R7	2026-08-14T02:03:40,675399032-0700	472.678253	3953	4064	4704	2656	497737	167	782288	92684
442	R7	2026-08-14T02:03:41,348338615-0700	473.358108	3953	4064	4704	2656	497737	167	781364	92684
443	R7	2026-08-14T02:03:42,077042948-0700	474.085416	3953	4064	4704	2656	497737	167	782308	92684
444	R7	2026-08-14T02:03:42,823761531-0700	474.829112	3953	4064	4704	2656	497737	167	783400	92684
445	R7	2026-08-14T02:03:43,573639031-0700	475.581139	3953	4064	4704	2656	497737	167	782932	92684
446	R7	2026-08-14T02:03:44,334843614-0700	476.342151	3953	4064	4704	2656	497737	167	781796	92684
447	R7	2026-08-14T02:03:44,981998947-0700	476.990556	3953	4064	4704	2656	497737	167	782980	92684
448	R7	2026-08-14T02:03:45,694337614-0700	477.699845	3953	4064	4704	2656	497737	167	782092	92684
449	R7	2026-08-14T02:03:46,412364114-0700	478.412544	3953	4064	4704	2656	497737	167	781028	92684
450	R7	2026-08-14T02:03:47,120020947-0700	479.128652	3953	4064	4704	2656	497737	167	781240	92684
451	R7	2026-08-14T02:03:47,814481280-0700	479.824443	3953	4064	4704	2656	497737	167	782012	92684
452	R8	2026-08-14T02:03:49,452749113-0700	481.454386	3953	4992	4660	2656	498166	167	764868	92684
453	R8	2026-08-14T02:03:51,442905529-0700	483.414546	3953	10044	6940	2684	503214	167	767956	92684
454	R8	2026-08-14T02:03:56,456271611-0700	488.448077	3953	6820	4580	2656	509233	167	750464	92684
455	R8	2026-08-14T02:04:00,320668610-0700	492.325172	3953	4264	4388	2656	509233	167	764392	92684
456	R8	2026-08-14T02:04:02,193684360-0700	494.193480	3953	4264	4388	2656	509233	167	770052	92684
457	R8	2026-08-14T02:04:04,108244859-0700	496.095032	3953	4264	4388	2656	509233	167	774284	92684
458	R8	2026-08-14T02:04:06,109524192-0700	498.095580	3953	4264	4388	2656	509233	167	778644	92684
459	R8	2026-08-14T02:04:07,858470108-0700	499.864425	3953	4264	4388	2656	509233	167	779880	92684
460	R8	2026-08-14T02:04:09,616310941-0700	501.615251	3953	4264	4388	2656	509233	167	780520	92684
461	R8	2026-08-14T02:04:10,708863274-0700	502.718340	3953	4264	4388	2656	509233	167	780256	92684
462	R8	2026-08-14T02:04:11,508799524-0700	503.518617	3953	4264	4388	2656	509233	167	782452	92684
463	R8	2026-08-14T02:04:12,255498524-0700	504.263945	3953	4264	4388	2656	509233	167	783068	92684
464	R8	2026-08-14T02:04:13,112368691-0700	505.118578	3953	4260	4364	2656	509233	167	767048	92684
465	R8	2026-08-14T02:04:15,157290690-0700	507.167716	3953	4260	4364	2656	509233	167	761072	92684
466	R8	2026-08-14T02:04:15,937997940-0700	507.945406	3953	4260	4364	2656	509233	167	761136	92684
467	R8	2026-08-14T02:04:16,801504440-0700	508.811038	3953	4260	4364	2656	509233	167	760652	92684
468	R8	2026-08-14T02:04:17,588361856-0700	509.595814	3953	4260	4364	2656	509233	167	762284	92684
469	R8	2026-08-14T02:04:19,078685689-0700	511.087493	3953	4252	4364	2656	509233	167	781552	92684
470	R8	2026-08-14T02:04:20,471674272-0700	512.479566	3953	4252	4364	2656	509233	167	777704	92684
471	R8	2026-08-14T02:04:21,458382105-0700	513.464590	3953	4252	4364	2656	509233	167	778112	92684
472	R8	2026-08-14T02:04:22,246974438-0700	514.253601	3953	4252	4364	2656	509233	167	779968	92684
473	R8	2026-08-14T02:04:23,075651522-0700	515.081215	3953	4252	4364	2656	509233	167	781416	92684
474	R8	2026-08-14T02:04:23,941959271-0700	515.947741	3953	4252	4364	2656	509233	167	782312	92684
475	R8	2026-08-14T02:04:24,756583438-0700	516.765293	3953	4252	4364	2656	509233	167	785288	92684
476	R8	2026-08-14T02:04:25,519292438-0700	517.527928	3953	4252	4364	2656	509233	167	786960	92684
477	R8	2026-08-14T02:04:26,232750937-0700	518.243409	3953	4252	4364	2656	509233	167	787404	92684
478	R8	2026-08-14T02:04:27,107257937-0700	519.114146	3953	4252	4364	2656	509233	167	788404	92684
479	R8	2026-08-14T02:04:27,830880104-0700	519.839874	3953	4252	4364	2656	509233	167	789920	92684
480	R8	2026-08-14T02:04:28,523846687-0700	520.531989	3953	4252	4364	2656	509233	167	790148	92684
481	R8	2026-08-14T02:04:29,215790603-0700	521.223993	3953	4252	4364	2656	509233	167	793288	92684
482	R8	2026-08-14T02:04:29,898232853-0700	521.908379	3953	4252	4364	2656	509233	167	792696	92684
483	R8	2026-08-14T02:04:30,579341520-0700	522.589248	3953	4252	4364	2656	509233	167	793316	92684
484	R8	2026-08-14T02:04:31,370429686-0700	523.380055	3953	4252	4364	2656	509233	167	792824	92684
485	R8	2026-08-14T02:04:32,061914936-0700	524.068424	3953	4252	4364	2656	509233	167	792648	92684
486	R8	2026-08-14T02:04:32,699305603-0700	524.709501	3953	4252	4364	2656	509233	167	791816	92684
487	R8	2026-08-14T02:04:33,395003019-0700	525.405179	3953	4252	4364	2656	509233	167	792616	92684
488	R8	2026-08-14T02:04:34,039731602-0700	526.047229	3953	4252	4364	2656	509233	167	793300	92684
489	R8	2026-08-14T02:04:34,701537269-0700	526.710950	3953	4252	4364	2656	509233	167	793484	92684
490	R8	2026-08-14T02:04:35,380801602-0700	527.391140	3953	4252	4364	2656	509233	167	794348	92684
491	R8	2026-08-14T02:04:36,063792352-0700	528.072519	3953	4252	4364	2656	509233	167	795380	92684
492	R8	2026-08-14T02:04:36,745395685-0700	528.756325	3953	4252	4364	2656	509233	167	796392	92684
493	R8	2026-08-14T02:04:37,415652268-0700	529.426165	3953	4252	4364	2656	509233	167	795488	92684
494	R8	2026-08-14T02:04:38,176884768-0700	530.180617	3953	4252	4364	2656	509233	167	796504	92684
495	R8	2026-08-14T02:04:38,879818434-0700	530.887870	3953	4252	4364	2656	509233	167	796420	92684
496	R8	2026-08-14T02:04:39,533746434-0700	531.544512	3953	4252	4364	2656	509233	167	795276	92684
497	R8	2026-08-14T02:04:40,175649101-0700	532.185726	3953	4252	4364	2656	509233	167	795396	92684
498	R8	2026-08-14T02:04:40,863550934-0700	532.873947	3953	4252	4364	2656	509233	167	796020	92684
499	R8	2026-08-14T02:04:41,573748267-0700	533.582067	3953	4252	4364	2656	509233	167	796016	92684
500	R8	2026-08-14T02:04:42,278953017-0700	534.286190	3953	4252	4364	2656	509233	167	797500	92684
501	R8	2026-08-14T02:04:42,968421433-0700	534.978259	3953	4252	4364	2656	509233	167	796864	92684
502	R8	2026-08-14T02:04:43,688940767-0700	535.694785	3953	4252	4364	2656	509233	167	796688	92684
503	R8	2026-08-14T02:04:44,402403266-0700	536.412718	3953	4252	4364	2656	509233	167	795456	92684
504	R8	2026-08-14T02:04:45,102375516-0700	537.110610	3953	4252	4364	2656	509233	167	795940	92684
505	R8	2026-08-14T02:04:45,831009683-0700	537.840640	3953	4252	4364	2656	509233	167	795528	92684
506	R8	2026-08-14T02:04:46,546487516-0700	538.555299	3953	4252	4364	2656	509233	167	796668	92684
507	R8	2026-08-14T02:04:47,252226599-0700	539.262339	3953	4252	4364	2656	509233	167	795772	92684
508	P1	2026-08-14T02:04:48,031135099-0700	540.036973	3953	4252	4364	2656	509233	167	796648	92684
509	P1	2026-08-14T02:04:48,771012015-0700	540.777942	3953	4252	4364	2656	509233	167	796660	92684
510	P1	2026-08-14T02:04:49,481973182-0700	541.492773	3953	4252	4364	2656	509233	167	797532	92684
511	P1	2026-08-14T02:04:50,215746098-0700	542.226500	3953	4252	4364	2656	509233	167	797220	92684
512	P1	2026-08-14T02:04:50,960683932-0700	542.968195	3953	4252	4364	2656	509233	167	796700	92684
513	P1	2026-08-14T02:04:51,602550765-0700	543.612180	3953	4252	4364	2656	509233	167	796588	92684
514	P1	2026-08-14T02:04:52,241817848-0700	544.252168	3953	4252	4364	2656	509233	167	797272	92684
515	P1	2026-08-14T02:04:52,998605014-0700	545.005569	3953	4252	4364	2656	509233	167	797704	92684
516	P1	2026-08-14T02:04:53,743217098-0700	545.747615	3953	4252	4364	2656	509233	167	798036	92684
