UID        PID  PPID  C STIME TTY          TIME CMD
  478     1 ?        Fri Aug 28 15:50:51 2026 10-22:50:34 /usr/sbin/stability-mo
  484     1 ?        Fri Aug 28 15:50:51 2026 10-22:50:34 /usr/bin/net-config
  505     1 ?        Fri Aug 28 15:50:51 2026 10-22:50:34 /usr/bin/enlightenment
  517     1 ?        Fri Aug 28 15:50:51 2026 10-22:50:34 /usr/bin/pulseaudio
  518     1 ?        Fri Aug 28 15:50:51 2026 10-22:50:34 /usr/lib/systemd/syste
  520     1 ?        Fri Aug 28 15:50:51 2026 10-22:50:34 /usr/bin/connmand -n -
  521     1 ?        Fri Aug 28 15:50:51 2026 10-22:50:34 /usr/bin/rscmgr-servic
  532     1 ?        Fri Aug 28 15:50:51 2026 10-22:50:34 /usr/bin/update-manage
  571     2 ?        Fri Aug 28 15:50:52 2026 10-22:50:34 [psimon]
  583     1 ?        Fri Aug 28 15:50:52 2026 10-22:50:34 /usr/bin/contextd
  587     2 ?        Fri Aug 28 15:50:52 2026 10-22:50:33 [kworker/R-ext4-rsv-co
  600     1 ?        Fri Aug 28 15:50:52 2026 10-22:50:33 /usr/bin/storaged
  620     2 ?        Fri Aug 28 15:50:52 2026 10-22:50:33 [kworker/R-ext4-rsv-co
  625     1 ?        Fri Aug 28 15:50:52 2026 10-22:50:33 /usr/bin/tlm
  639   625 ?        Fri Aug 28 15:50:52 2026 10-22:50:33 /usr/bin/tlm-sessiond
  650     1 ?        Fri Aug 28 15:50:53 2026 10-22:50:33 /usr/bin/focus_server 
  661     1 ?        Fri Aug 28 15:50:53 2026 10-22:50:32 /usr/lib/systemd/syste
  667   661 ?        Fri Aug 28 15:50:53 2026 10-22:50:32 (sd-pam)
  676   639 tty7     Fri Aug 28 15:50:53 2026 10-22:50:32 /bin/bash
  739   661 ?        Fri Aug 28 15:50:53 2026 10-22:50:32 /usr/bin/launchpad-pro
  761   739 ?        Fri Aug 28 15:50:54 2026 10-22:50:32 /usr/apps/ise-default/
  766   661 ?        Fri Aug 28 15:50:54 2026 10-22:50:32 /usr/bin/isf
  768     1 ?        Fri Aug 28 15:50:54 2026 10-22:50:32 bash /usr/bin/enlighte
  783     1 ?        Fri Aug 28 15:50:54 2026 10-22:50:31 /usr/bin/muse-server -
  808     1 ?        Fri Aug 28 15:50:54 2026 10-22:50:31 /usr/bin/lbs-server
  813     1 ?        Fri Aug 28 15:50:54 2026 10-22:50:31 /usr/bin/pass
  845   661 ?        Fri Aug 28 15:50:54 2026 10-22:50:31 /usr/bin/dbus-daemon -
  848     1 ?        Fri Aug 28 15:50:54 2026 10-22:50:31 /usr/bin/security-mana
  853   848 ?        Fri Aug 28 15:50:55 2026 10-22:50:31 /usr/bin/security-mana
  860   661 ?        Fri Aug 28 15:50:55 2026 10-22:50:31 /usr/bin/starter
  872   739 ?        Fri Aug 28 15:50:55 2026 10-22:50:31 /usr/bin/dotnet-hydra-
  890   739 ?        Fri Aug 28 15:50:55 2026 10-22:50:30 /usr/apps/org.tizen.mu
  931     1 ?        Fri Aug 28 15:50:55 2026 10-22:50:30 /usr/bin/ise-engine-lo
  948   661 ?        Fri Aug 28 15:50:56 2026 10-22:50:30 /usr/libexec/at-spi-bu
  967     1 ?        Fri Aug 28 15:50:56 2026 10-22:50:29 /usr/bin/mtp-responder
  968     1 ?        Fri Aug 28 15:50:56 2026 10-22:50:29 /usr/sbin/sdbd
  978   739 ?        Fri Aug 28 15:50:56 2026 10-22:50:29 /usr/apps/org.tizen.ho
 1022   872 ?        Fri Aug 28 15:50:57 2026 10-22:50:28 /usr/bin/dotnet-hydra-
 1023   872 ?        Fri Aug 28 15:50:57 2026 10-22:50:28 /usr/apps/org.tizen.sy
 1042   872 ?        Fri Aug 28 15:50:58 2026 10-22:50:27 /usr/bin/process-pool 
 1047     1 ?        Fri Aug 28 15:50:58 2026 10-22:50:27 /usr/bin/theme-provide
 1133   476 ttyS0    Fri Aug 28 15:51:07 2026 10-22:50:18 -bash
 2158     2 ?        Tue Sep  8 04:27:23 2026    10:14:03 [kworker/u19:1-events_
 2600     2 ?        Mon Sep  7 09:11:44 2026  1-05:29:42 [kworker/u19:0-events_
 2925     2 ?        Tue Sep  8 14:06:55 2026       34:31 [kworker/1:2H]
 4021     2 ?        Tue Sep  8 02:38:22 2026    12:03:03 [kworker/u20:2-kvfree_
 4414     2 ?        Tue Sep  8 14:12:12 2026       29:13 [kworker/2:1-events]
 4735     2 ?        Mon Sep  7 15:06:32 2026    23:34:53 [kworker/u20:1-events_
 5401     2 ?        Tue Sep  8 14:15:47 2026       25:39 [kworker/3:2-mm_percpu
 5839     2 ?        Tue Sep  8 14:17:20 2026       24:05 [kworker/1:2-events]
 6721     2 ?        Tue Sep  8 14:20:30 2026       20:56 [kworker/2:3-events]
 6875     2 ?        Tue Sep  8 14:21:02 2026       20:23 [kworker/u16:1-v3d_ren
 7525     2 ?        Tue Sep  8 14:23:23 2026       18:03 [kworker/2:0H]
 8105     2 ?        Tue Sep  8 14:25:30 2026       15:55 [kworker/0:0-events]
 9012     2 ?        Mon Sep  7 19:13:17 2026    19:28:08 [kworker/u20:0-events_
 9110     2 ?        Tue Sep  8 14:29:05 2026       12:20 [kworker/1:0-events]
 9507     2 ?        Tue Sep  8 14:30:33 2026       10:53 [kworker/0:1-events]
 9787     2 ?        Tue Sep  8 14:31:32 2026       09:53 [kworker/u16:2-v3d_ren
 9844     2 ?        Tue Sep  8 08:46:22 2026    05:55:03 [kworker/u17:0-events_
10227     2 ?        Tue Sep  8 14:33:07 2026       08:19 [kworker/3:0-events]
10567     2 ?        Tue Sep  8 14:34:22 2026       07:04 [kworker/1:3-events]
10946     2 ?        Tue Sep  8 14:35:43 2026       05:43 [kworker/0:2-events]
11062     2 ?        Mon Sep  7 21:16:22 2026    17:25:03 [kworker/u17:2-events_
11272     2 ?        Tue Sep  8 14:36:52 2026       04:33 [kworker/u16:0-v3d_bin
11935     2 ?        Tue Sep  8 14:39:17 2026       02:08 [kworker/3:1-events_po
11964     2 ?        Tue Sep  8 14:39:23 2026       02:02 [kworker/2:0-events_po
12063     2 ?        Tue Sep  8 14:39:44 2026       01:41 [kworker/0:3-rcu_gp]
12136     2 ?        Sat Sep  5 03:46:12 2026  3-10:55:13 [kworker/2:1H-kblockd]
12734     2 ?        Tue Sep  8 14:40:21 2026       01:04 [kworker/1:1-mm_percpu
12924     2 ?        Tue Sep  8 12:48:52 2026    01:52:33 [kworker/u17:3-events_
13235   768 ?        Tue Sep  8 14:41:23 2026       00:02 sleep 3
13438     2 ?        Fri Sep  4 11:23:42 2026  4-03:17:43 [kworker/1:1H-kblockd]
13549     1 pts/2    Tue Sep  8 14:41:26 2026       00:00 /bin/sh -c ( ps -ef; p
13551 13549 pts/2    Tue Sep  8 14:41:26 2026       00:00 /bin/sh -c ( ps -ef; p
13553 13551 pts/2    Tue Sep  8 14:41:26 2026       00:00 ps -eo pid,ppid,tty,ls
14447     2 ?        Tue Sep  8 10:58:42 2026    03:42:43 [kworker/u18:3-events_
17783     2 ?        Tue Sep  8 13:06:22 2026    01:35:03 [kworker/u18:2-events_
18858     2 ?        Fri Sep  4 22:24:22 2026  3-16:17:03 [sugov:0]
26799     1 pts/0    Fri Sep  4 15:25:49 2026  3-23:15:36 /bin/sh -l
27105     1 pts/1    Fri Sep  4 15:26:52 2026  3-23:14:33 /bin/sh -l
30139     2 ?        Tue Sep  8 11:55:08 2026    02:46:18 [kworker/3:0H]
31315     2 ?        Tue Sep  8 11:59:22 2026    02:42:03 [kworker/u18:0-flush-1
31429     2 ?        Tue Sep  8 06:12:33 2026    08:28:53 [kworker/u19:2]
31638     2 ?        Tue Sep  8 12:00:31 2026    02:40:55 [kworker/0:0H]
31673     2 ?        Fri Sep  4 15:40:50 2026  3-23:00:36 [kworker/0:2H-mmc_comp

RC=0
DONE_PS_BEFORE
