COLLECTOR_PID=1508
  PID  PPID TT                        STARTED     ELAPSED COMMAND
    1     0 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 /sbin/init
    2     0 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [kthreadd]
    3     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [pool_workqueue_release]
    4     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [kworker/R-kvfree_rcu_reclaim]
    5     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [kworker/R-rcu_gp]
    6     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [kworker/R-sync_wq]
    7     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [kworker/R-slub_flushwq]
    8     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [kworker/R-netns]
   13     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [kworker/R-mm_percpu_wq]
   14     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [rcu_tasks_rude_kthread]
   15     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [rcu_tasks_trace_kthread]
   16     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [ksoftirqd/0]
   17     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [rcu_sched]
   18     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [rcu_exp_par_gp_kthread_worker/0]
   19     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [rcu_exp_gp_kthread_worker]
   20     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [migration/0]
   21     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [cpuhp/0]
   22     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [cpuhp/1]
   23     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [migration/1]
   24     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [ksoftirqd/1]
   27     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [cpuhp/2]
   28     2 ?        Wed Sep  9 11:38:49 2026  1-23:44:20 [migration/2]
